PRODUCT_ID,PRODUCT_NAME,CATEGORY,BRAND,total_revenue,units_sold,order_count
P001349,Acme Popular,Beauty,Acme,3059.28,36,26
P000685,Pulse Range,Automotive,Pulse,3054.78,27,20
P001053,NeoTech Market,Beauty,NeoTech,3046.4,28,21
P001722,Everest Religious,Home & Kitchen,Everest,3043.7999999999997,38,30
P001074,Solace Civil,Automotive,Solace,3043.42,19,16
P000692,Acme Trip,Toys,Acme,3032.4,40,25
P001901,Nimbus Wide,Pet Supplies,Nimbus,3026.88,32,21
P001747,Zenith Protect,Home & Kitchen,Zenith,3013.68,29,21
P000938,GreenLeaf Remember,Books,GreenLeaf,3006.72,36,23
P001111,Pulse Indeed,Beauty,Pulse,3006.43,29,23
P001473,Orion Former,Toys,Orion,3005.26,34,23
P001890,Harbor Growth,Toys,Harbor,3000.2400000000002,36,26
P000391,Nimbus Establish,Home & Kitchen,Nimbus,2976.3999999999996,40,27
P001817,Harbor Not,Beauty,Harbor,2976.36,34,25
P000510,Zenith Guy,Sports,Zenith,2949.52,28,18
P000217,Zenith Follow,Clothing,Zenith,2945.5299999999997,29,23
P001380,Harbor Free,Clothing,Harbor,2943.7200000000003,26,18
P001270,Everest Raise,Pet Supplies,Everest,2943.16,22,16
P000047,Acme Together,Beauty,Acme,2936.0099999999998,31,23
P000224,Astra Else,Automotive,Astra,2935.68,33,22
P000899,Willow Including,Beauty,Willow,2933.4,30,21
P000030,Willow Budget,Clothing,Willow,2928.45,21,17
P001264,Orion Western,Home & Kitchen,Orion,2927.1,30,24
P001835,Everest Indicate,Pet Supplies,Everest,2920.68,38,24
P001114,Pulse Start,Home & Kitchen,Pulse,2916.86,34,25
P001833,Orion Blood,Beauty,Orion,2916.21,33,23
P001084,Zenith Black,Automotive,Zenith,2901.86,26,19
P000166,Harbor Significant,Toys,Harbor,2893.7999999999997,28,17
P001989,GreenLeaf Major,Books,GreenLeaf,2893.79,47,33
P001483,Astra Cup,Pet Supplies,Astra,2885.6299999999997,37,24
P001557,Acme Wait,Pet Supplies,Acme,2885.34,38,27
P001601,GreenLeaf Wall,Clothing,GreenLeaf,2885.1699999999996,31,19
P000612,Nimbus Successful,Pet Supplies,Nimbus,2863.16,31,21
P001120,Nimbus Lose,Toys,Nimbus,2859.44,31,23
P001067,GreenLeaf More,Sports,GreenLeaf,2857.37,29,19
P000563,Willow History,Beauty,Willow,2854.04,28,20
P001469,Orion Method,Clothing,Orion,2843.84,32,21
P000744,Acme Arrive,Pet Supplies,Acme,2837.76,32,24
P000719,NeoTech Network,Beauty,NeoTech,2833.95,21,18
P000901,Willow Back,Sports,Willow,2830.11,29,22
P000187,Harbor For,Sports,Harbor,2824.5,21,13
P000593,Willow Military,Books,Willow,2816.56,34,23
P000088,Everest As,Clothing,Everest,2811.96,36,23
P000143,Astra Pressure,Home & Kitchen,Astra,2806.04,29,22
P000738,Nimbus State,Sports,Nimbus,2797.72,23,18
P000339,Nimbus Memory,Pet Supplies,Nimbus,2792.1,30,23
P000898,Zenith Although,Sports,Zenith,2790.2400000000002,24,21
P001245,Harbor Accept,Beauty,Harbor,2784.99,39,30
P000110,Zenith Coach,Clothing,Zenith,2784.06,18,14
P001633,Nimbus Drive,Home & Kitchen,Nimbus,2774.73,21,17
P000861,Orion Voice,Toys,Orion,2771.68,34,29
P001670,NeoTech Outside,Beauty,NeoTech,2760.75,25,21
P000318,Willow Position,Pet Supplies,Willow,2757.6,30,22
P000696,Solace Glass,Automotive,Solace,2752.5,25,18
P000437,GreenLeaf Various,Clothing,GreenLeaf,2749.95,21,16
P000279,Zenith World,Beauty,Zenith,2749.44,24,19
P000958,Pulse Five,Sports,Pulse,2739.1000000000004,35,18
P000643,Willow Age,Clothing,Willow,2739.1,26,20
P001424,GreenLeaf Bill,Clothing,GreenLeaf,2729.28,32,26
P000893,Astra Worker,Pet Supplies,Astra,2725.21,31,25
P001871,GreenLeaf Act,Clothing,GreenLeaf,2722.2799999999997,23,16
P001006,Zenith Member,Beauty,Zenith,2717.91,23,14
P000342,Nimbus Cell,Sports,Nimbus,2717.1,30,19
P001725,Willow Only,Beauty,Willow,2715.16,28,25
P001604,Harbor Coach,Home & Kitchen,Harbor,2713.88,26,21
P001312,Harbor Group,Sports,Harbor,2711.7999999999997,13,11
P001932,NeoTech Although,Beauty,NeoTech,2711.2599999999998,31,23
P001275,Nimbus Bad,Toys,Nimbus,2706.9,35,27
P000271,Willow Include,Pet Supplies,Willow,2705.49,23,17
P000050,Everest Easy,Clothing,Everest,2704.5,25,18
P000036,Orion Laugh,Sports,Orion,2702.04,33,24
P000395,Harbor Opportunity,Books,Harbor,2689.92,48,32
P000851,Nimbus Serve,Books,Nimbus,2683.2,40,25
P001883,Pulse Still,Pet Supplies,Pulse,2681.55,45,32
P001897,Nimbus Expert,Beauty,Nimbus,2675.82,21,16
P000069,Harbor Student,Pet Supplies,Harbor,2674.75,25,17
P001402,Astra This,Beauty,Astra,2674.1,22,19
P001119,Nimbus Minute,Beauty,Nimbus,2666.88,36,26
P000956,Harbor Suggest,Pet Supplies,Harbor,2661.7,43,30
P000757,Zenith Lead,Toys,Zenith,2658.6,28,20
P001623,Solace Support,Toys,Solace,2655.36,32,23
P001058,Nimbus Raise,Home & Kitchen,Nimbus,2652.75,27,21
P001816,Willow Catch,Automotive,Willow,2651.18,29,19
P000914,Harbor Meeting,Pet Supplies,Harbor,2636.0099999999998,27,20
P000343,Acme Others,Home & Kitchen,Acme,2631.65,35,25
P000862,NeoTech Standard,Sports,NeoTech,2629.44,22,18
P000325,Solace Down,Sports,Solace,2627.52,23,16
P000988,Astra Purpose,Books,Astra,2620.86,33,23
P001019,GreenLeaf Whatever,Toys,GreenLeaf,2613.76,32,23
P000501,Harbor Necessary,Books,Harbor,2612.4,40,27
P001450,Zenith Should,Clothing,Zenith,2601.12,24,18
P000498,Pulse Debate,Home & Kitchen,Pulse,2594.17,23,19
P000014,Astra Anyone,Electronics,Astra,2588.56,26,20
P001267,Nimbus Guess,Sports,Nimbus,2582.44,23,18
P000356,Willow If,Pet Supplies,Willow,2581.72,38,26
P001295,Acme Answer,Clothing,Acme,2581.12,32,21
P001160,Everest Compare,Sports,Everest,2580.13,29,20
P001326,GreenLeaf Interview,Clothing,GreenLeaf,2578.38,42,27
P000176,Orion Rock,Toys,Orion,2564.04,23,14
P001456,Willow Service,Sports,Willow,2561.79,33,21
P001997,Zenith Board,Clothing,Zenith,2560.08,24,15
P000772,NeoTech Identify,Pet Supplies,NeoTech,2558.1,30,20
P001455,Pulse Natural,Home & Kitchen,Pulse,2557.24,28,19
P000873,Harbor Television,Home & Kitchen,Harbor,2553.66,27,18
P000541,Zenith List,Home & Kitchen,Zenith,2552.5,25,20
P000327,Orion Television,Pet Supplies,Orion,2551.9,26,21
P001935,NeoTech Watch,Books,NeoTech,2550.2400000000002,33,20
P000909,Orion Head,Pet Supplies,Orion,2544.85,35,24
P000425,GreenLeaf Land,Home & Kitchen,GreenLeaf,2538.6000000000004,20,17
P001379,Willow Pressure,Home & Kitchen,Willow,2536.26,41,28
P001665,Astra Might,Toys,Astra,2527.4700000000003,33,26
P001510,GreenLeaf Reduce,Pet Supplies,GreenLeaf,2526.66,27,18
P001910,Nimbus Possible,Clothing,Nimbus,2514.27,33,23
P001857,GreenLeaf Improve,Toys,GreenLeaf,2510.73,27,20
P000372,Solace Particular,Pet Supplies,Solace,2508.25,25,22
P000896,NeoTech Later,Toys,NeoTech,2507.52,32,22
P000662,Pulse For,Pet Supplies,Pulse,2499.0,35,26
P001891,Nimbus Figure,Books,Nimbus,2497.88,44,26
P000164,Astra Town,Books,Astra,2494.85,41,28
P001192,Pulse Street,Home & Kitchen,Pulse,2492.54,34,27
P001663,NeoTech School,Home & Kitchen,NeoTech,2488.2000000000003,33,27
P000775,Everest Real,Clothing,Everest,2487.6,36,26
P000310,Orion Side,Clothing,Orion,2483.07,37,25
P001837,Pulse Above,Toys,Pulse,2477.58,34,27
P001088,Everest Church,Beauty,Everest,2475.9,42,27
P000041,Harbor Recent,Books,Harbor,2453.1,26,20
P001810,NeoTech Tend,Clothing,NeoTech,2446.0,40,27
P000255,NeoTech Well,Beauty,NeoTech,2444.94,34,26
P000837,Zenith Performance,Pet Supplies,Zenith,2439.6,30,22
P001348,Astra Early,Books,Astra,2430.45,45,32
P001704,NeoTech Property,Books,NeoTech,2421.79,29,23
P001461,Willow Pressure,Toys,Willow,2411.06,29,22
P001350,Harbor Production,Clothing,Harbor,2405.12,32,21
P000100,Nimbus Night,Books,Nimbus,2402.5499999999997,45,22
P001374,Orion Particularly,Clothing,Orion,2399.28,26,20
P001221,NeoTech Job,Clothing,NeoTech,2397.9,30,20
P001366,Pulse Interesting,Clothing,Pulse,2395.25,25,19
P001673,Harbor Main,Beauty,Harbor,2394.72,24,18
P000403,Orion Film,Clothing,Orion,2389.12,32,23
P000804,Harbor Crime,Toys,Harbor,2386.89,33,20
P000584,Astra Bill,Books,Astra,2386.16,28,18
P000611,Astra Production,Beauty,Astra,2381.94,22,15
P001763,Orion Who,Toys,Orion,2380.8,30,26
P001404,Pulse Certainly,Toys,Pulse,2377.0,25,20
P001660,GreenLeaf Medical,Clothing,GreenLeaf,2375.52,21,15
P000561,Nimbus Hospital,Toys,Nimbus,2375.5,25,19
P000351,Willow Event,Toys,Willow,2374.4,28,22
P001150,Zenith Begin,Beauty,Zenith,2370.96,24,18
P001130,Orion Writer,Beauty,Orion,2364.48,24,19
P001076,Pulse Take,Automotive,Pulse,2364.02,17,13
P001044,Nimbus Every,Home & Kitchen,Nimbus,2361.3199999999997,26,18
P000057,Zenith What,Beauty,Zenith,2358.72,32,22
P000705,Zenith Form,Pet Supplies,Zenith,2357.9,38,27
P001929,Willow Front,Books,Willow,2356.9,26,20
P001511,GreenLeaf Push,Books,GreenLeaf,2353.05,45,31
P001867,Acme Foot,Toys,Acme,2346.0,25,19
P001947,Acme Think,Books,Acme,2344.7999999999997,30,20
P001271,Solace High,Books,Solace,2340.7999999999997,28,23
P001037,Solace Growth,Home & Kitchen,Solace,2340.0,18,14
P000712,GreenLeaf Window,Clothing,GreenLeaf,2339.04,24,18
P000106,Acme Sport,Toys,Acme,2337.93,27,18
P001215,GreenLeaf No,Pet Supplies,GreenLeaf,2337.27,39,30
P000410,Nimbus Surface,Beauty,Nimbus,2335.48,28,21
P001182,Pulse Road,Beauty,Pulse,2334.6,18,14
P000251,Solace Bill,Beauty,Solace,2333.5199999999995,36,32
P001400,Orion Bag,Beauty,Orion,2333.07,27,19
P000605,Zenith Dog,Clothing,Zenith,2328.76,28,21
P000195,Willow Study,Clothing,Willow,2326.08,32,24
P001728,Harbor Property,Books,Harbor,2317.56,28,20
P001135,NeoTech Team,Home & Kitchen,NeoTech,2315.04,28,21
P001279,GreenLeaf Size,Toys,GreenLeaf,2313.72,36,25
P000459,Nimbus Next,Toys,Nimbus,2312.6,31,21
P001388,Harbor Look,Home & Kitchen,Harbor,2300.9,14,11
P001152,Pulse Drop,Clothing,Pulse,2296.2200000000003,29,22
P001729,NeoTech Third,Books,NeoTech,2295.68,34,24
P001996,NeoTech Turn,Home & Kitchen,NeoTech,2292.18,33,22
P000916,Acme Radio,Sports,Acme,2288.72,28,20
P001347,Astra Family,Clothing,Astra,2278.8,24,18
P001299,Everest College,Toys,Everest,2277.9900000000002,27,23
P001280,Orion Why,Beauty,Orion,2275.16,23,18
P001184,Acme Fill,Toys,Acme,2262.0499999999997,35,25
P000987,Acme Wide,Pet Supplies,Acme,2259.64,34,23
P000446,GreenLeaf Opportunity,Clothing,GreenLeaf,2258.19,33,26
P001352,Astra Tend,Beauty,Astra,2256.87,33,21
P000352,Everest Daughter,Toys,Everest,2254.2,20,18
P001911,Solace Will,Pet Supplies,Solace,2251.84,31,22
P000952,Nimbus Bag,Beauty,Nimbus,2250.88,32,22
P001538,Astra Pressure,Pet Supplies,Astra,2247.19,31,17
P001023,Everest Early,Pet Supplies,Everest,2242.32,24,18
P001202,Zenith Anyone,Pet Supplies,Zenith,2226.35,35,21
P001856,GreenLeaf Somebody,Toys,GreenLeaf,2224.0,32,24
P000652,Pulse Wait,Clothing,Pulse,2223.43,29,19
P000959,Astra Idea,Beauty,Astra,2223.32,31,23
P000314,Everest According,Books,Everest,2220.1200000000003,28,20
P001265,Harbor May,Clothing,Harbor,2218.52,37,28
P001945,Astra Future,Pet Supplies,Astra,2215.2000000000003,26,22
P001750,Solace Possible,Books,Solace,2208.6,36,25
P000466,Nimbus Congress,Clothing,Nimbus,2208.3500000000004,29,21
P000377,GreenLeaf Eat,Toys,GreenLeaf,2202.71,23,19
P000746,Pulse Bad,Toys,Pulse,2201.31,31,25
P001337,NeoTech Occur,Toys,NeoTech,2196.48,26,20
P000336,Acme Outside,Clothing,Acme,2194.02,18,12
P001534,Zenith Trial,Beauty,Zenith,2193.6,24,18
P001340,GreenLeaf Likely,Pet Supplies,GreenLeaf,2191.7000000000003,31,22
P000982,NeoTech Agent,Pet Supplies,NeoTech,2191.64,34,26
P001946,Solace Carry,Books,Solace,2190.2999999999997,35,25
P000784,Harbor Bar,Toys,Harbor,2186.8,44,31
P000261,Orion Indicate,Books,Orion,2186.0,40,29
P000564,Zenith Conference,Home & Kitchen,Zenith,2183.06,22,20
P000645,Everest Try,Beauty,Everest,2175.3199999999997,34,27
P000406,NeoTech Provide,Sports,NeoTech,2174.34,21,19
P000365,NeoTech In,Toys,NeoTech,2173.82,22,17
P000503,Harbor Cup,Clothing,Harbor,2173.68,24,19
P000623,Pulse Pass,Books,Pulse,2170.95,41,24
P000866,Willow Very,Beauty,Willow,2160.5,29,23
P001330,NeoTech Hair,Pet Supplies,NeoTech,2157.21,33,26
P001286,NeoTech Clear,Pet Supplies,NeoTech,2154.92,34,23
P000111,GreenLeaf Bar,Clothing,GreenLeaf,2153.19,39,29
P000432,Harbor Develop,Pet Supplies,Harbor,2149.7000000000003,37,25
P001372,Everest Summer,Beauty,Everest,2142.14,26,18
P000903,Pulse Paper,Toys,Pulse,2136.5,25,22
P000663,Solace Party,Sports,Solace,2136.48,24,18
P001297,Nimbus Property,Toys,Nimbus,2136.4700000000003,23,16
P000317,Zenith International,Home & Kitchen,Zenith,2135.91,21,19
P000295,NeoTech What,Pet Supplies,NeoTech,2124.25,25,17
P000312,Willow Let,Beauty,Willow,2119.75,25,19
P001314,Orion Response,Beauty,Orion,2118.74,26,22
P000289,NeoTech Position,Books,NeoTech,2117.9199999999996,31,22
P001803,NeoTech Throughout,Beauty,NeoTech,2117.29,29,23
P001782,Zenith Security,Clothing,Zenith,2115.52,32,23
P001655,Pulse Understand,Home & Kitchen,Pulse,2114.0,28,22
P000345,Solace Official,Books,Solace,2113.7799999999997,34,21
P000545,Pulse Understand,Sports,Pulse,2108.62,38,26
P001841,Willow Local,Toys,Willow,2107.08,36,27
P000324,Harbor Visit,Toys,Harbor,2103.85,35,25
P001021,Solace Fund,Beauty,Solace,2099.6,29,19
P001615,NeoTech Camera,Automotive,NeoTech,2089.08,28,21
P001242,Astra Collection,Clothing,Astra,2088.87,21,14
P000549,Zenith History,Books,Zenith,2088.2799999999997,37,26
P000194,Nimbus Consider,Toys,Nimbus,2087.75,35,24
P000112,Orion Surface,Sports,Orion,2086.72,32,24
P000761,Willow Perform,Pet Supplies,Willow,2083.32,36,25
P000362,Zenith Check,Toys,Zenith,2081.8,20,13
P001318,Orion Skill,Beauty,Orion,2076.07,31,20
P000360,Nimbus Main,Pet Supplies,Nimbus,2075.85,35,19
P001556,Harbor Population,Pet Supplies,Harbor,2075.52,24,19
P001355,Harbor Where,Toys,Harbor,2070.42,33,21
P001806,Nimbus Focus,Pet Supplies,Nimbus,2064.92,38,27
P000529,Willow Out,Books,Willow,2058.48,36,28
P001643,Acme Show,Clothing,Acme,2055.5499999999997,35,21
P001382,Astra Guy,Automotive,Astra,2050.62,22,14
P001488,Zenith Like,Books,Zenith,2049.96,44,34
P000810,Willow Walk,Pet Supplies,Willow,2046.1,35,24
P001440,NeoTech Despite,Sports,NeoTech,2039.07,37,29
P000626,NeoTech Practice,Home & Kitchen,NeoTech,2038.98,34,25
P000816,Pulse Author,Toys,Pulse,2037.6000000000001,36,27
P000980,Acme Behavior,Books,Acme,2021.2199999999998,38,30
P000736,GreenLeaf The,Home & Kitchen,GreenLeaf,2018.56,32,25
P000833,Acme Option,Home & Kitchen,Acme,2018.56,32,20
P000838,Nimbus These,Clothing,Nimbus,2017.75,35,26
P000878,Orion Thought,Books,Orion,2017.08,36,25
P000902,GreenLeaf Card,Pet Supplies,GreenLeaf,2016.7699999999998,47,35
P000269,Zenith Clear,Pet Supplies,Zenith,2011.5,27,20
P000249,NeoTech Husband,Books,NeoTech,2007.5600000000002,31,21
P001126,NeoTech Style,Books,NeoTech,2006.0,40,27
P001683,NeoTech Make,Sports,NeoTech,2002.56,28,22
P000353,Zenith Thought,Toys,Zenith,1996.56,24,18
P000990,Orion Save,Automotive,Orion,1995.6,30,24
P001095,Willow Firm,Beauty,Willow,1994.8,40,28
P000658,Nimbus Radio,Books,Nimbus,1992.87,33,23
P000172,Harbor Natural,Home & Kitchen,Harbor,1990.6,37,29
P000670,GreenLeaf Evidence,Pet Supplies,GreenLeaf,1990.0,25,18
P001502,Willow Dark,Pet Supplies,Willow,1988.56,28,21
P000630,Harbor Audience,Pet Supplies,Harbor,1986.4499999999998,19,13
P001785,Solace Even,Clothing,Solace,1983.3000000000002,22,16
P001933,Zenith Live,Pet Supplies,Zenith,1978.46,23,20
P001980,Solace Door,Automotive,Solace,1976.6999999999998,33,25
P000219,NeoTech Film,Pet Supplies,NeoTech,1972.8000000000002,24,18
P000313,Orion Tonight,Books,Orion,1970.92,28,23
P001776,Orion Push,Books,Orion,1967.35,35,24
P001291,Zenith Sign,Beauty,Zenith,1966.3,35,26
P000600,Solace Speak,Beauty,Solace,1963.71,21,17
P000414,Zenith Almost,Home & Kitchen,Zenith,1959.51,31,24
P000721,GreenLeaf Measure,Toys,GreenLeaf,1958.04,37,29
P000248,Solace Street,Beauty,Solace,1945.92,48,33
P001210,GreenLeaf Realize,Books,GreenLeaf,1942.42,29,20
P001010,Willow Interesting,Toys,Willow,1936.2,28,20
P001254,Nimbus Job,Toys,Nimbus,1932.93,27,19
P001880,Orion Coach,Books,Orion,1929.9,35,23
P001252,GreenLeaf Reveal,Pet Supplies,GreenLeaf,1922.75,25,19
P000015,GreenLeaf Common,Pet Supplies,GreenLeaf,1918.95,33,22
P001436,Zenith Argue,Toys,Zenith,1916.3999999999999,30,18
P001877,Orion Miss,Toys,Orion,1911.3,30,24
P001554,Astra Such,Pet Supplies,Astra,1907.4,44,31
P000641,Everest Benefit,Clothing,Everest,1902.3400000000001,22,16
P000434,NeoTech Anything,Toys,NeoTech,1901.88,36,26
P000098,Nimbus Computer,Beauty,Nimbus,1899.3000000000002,30,21
P001779,Orion Management,Clothing,Orion,1898.82,33,24
P000523,GreenLeaf Relate,Beauty,GreenLeaf,1893.29,17,13
P001863,Acme Half,Books,Acme,1892.8,32,23
P001708,Orion Room,Books,Orion,1891.2600000000002,19,15
P000827,Willow Cell,Books,Willow,1891.08,36,26
P000535,Willow Exactly,Clothing,Willow,1888.8,30,20
P001576,Nimbus Treat,Sports,Nimbus,1888.48,37,28
P000830,Orion Unit,Toys,Orion,1883.7,26,19
P001777,NeoTech Continue,Pet Supplies,NeoTech,1878.3899999999999,27,19
P001322,GreenLeaf Mr,Beauty,GreenLeaf,1876.71,33,29
P000929,Nimbus Learn,Beauty,Nimbus,1874.6100000000001,27,20
P000787,Acme Attack,Toys,Acme,1874.1,30,21
P000044,NeoTech Possible,Toys,NeoTech,1872.85,35,26
P000911,Solace Bit,Books,Solace,1872.0,26,17
P001819,Everest Organization,Beauty,Everest,1868.94,27,21
P000091,Orion Involve,Books,Orion,1864.8899999999999,27,23
P001574,Solace Member,Sports,Solace,1860.6,35,27
P001263,Acme President,Toys,Acme,1860.0100000000002,23,18
P000205,Pulse The,Toys,Pulse,1857.8700000000001,27,20
P000079,Orion However,Pet Supplies,Orion,1853.5400000000002,26,20
P001966,Astra These,Books,Astra,1853.04,24,15
P001309,Solace Most,Toys,Solace,1852.55,35,29
P000890,Zenith Factor,Beauty,Zenith,1848.32,38,25
P000150,Pulse Kitchen,Clothing,Pulse,1841.8400000000001,26,20
P001792,Harbor Notice,Pet Supplies,Harbor,1839.7600000000002,26,18
P000698,Everest Represent,Pet Supplies,Everest,1839.1999999999998,38,22
P001688,Zenith Mr,Sports,Zenith,1836.75,31,27
P001599,Willow Report,Books,Willow,1836.57,29,25
P001011,Astra Many,Pet Supplies,Astra,1832.36,38,28
P001738,Nimbus Wish,Pet Supplies,Nimbus,1829.1,35,25
P000768,Harbor Wind,Pet Supplies,Harbor,1828.08,36,22
P000850,GreenLeaf Mean,Clothing,GreenLeaf,1824.9,30,22
P000928,Solace Give,Pet Supplies,Solace,1821.93,33,25
P001995,Willow Hear,Books,Willow,1811.25,35,23
P000794,NeoTech Nice,Toys,NeoTech,1800.9,29,16
P001460,Solace Top,Pet Supplies,Solace,1798.68,39,26
P001181,Pulse Throughout,Pet Supplies,Pulse,1798.1999999999998,27,16
P001358,Orion Film,Books,Orion,1797.84,33,26
P000907,NeoTech Building,Pet Supplies,NeoTech,1797.18,33,27
P000060,Nimbus Interesting,Toys,Nimbus,1794.54,22,15
P001311,Zenith Argue,Toys,Zenith,1781.82,38,27
P001650,Solace Suffer,Books,Solace,1776.75,25,18
P000591,GreenLeaf Pull,Books,GreenLeaf,1774.08,32,21
P001201,Astra Cell,Beauty,Astra,1772.37,47,28
P001445,GreenLeaf Project,Beauty,GreenLeaf,1771.65,15,13
P001410,NeoTech List,Sports,NeoTech,1767.0000000000002,25,19
P001204,NeoTech Plant,Automotive,NeoTech,1766.8000000000002,20,16
P001457,GreenLeaf Study,Sports,GreenLeaf,1764.9,30,23
P000341,Pulse Serious,Sports,Pulse,1757.58,33,24
P001894,NeoTech Must,Clothing,NeoTech,1756.1,34,24
P001247,Nimbus When,Clothing,Nimbus,1756.0400000000002,26,17
P001607,Solace Institution,Beauty,Solace,1755.0,27,23
P001237,Solace Agree,Groceries,Solace,1748.37,39,27
P001405,Solace Strong,Toys,Solace,1743.5,22,16
P000094,Solace Ten,Sports,Solace,1742.58,42,26
P001561,Nimbus Risk,Beauty,Nimbus,1742.0000000000002,25,19
P001713,Zenith Into,Toys,Zenith,1738.8,46,31
P001796,Zenith Military,Pet Supplies,Zenith,1737.36,38,29
P001401,Astra Reveal,Books,Astra,1736.6999999999998,35,29
P001585,Everest Several,Home & Kitchen,Everest,1730.8999999999999,38,29
P001266,NeoTech Participant,Home & Kitchen,NeoTech,1722.16,38,29
P001993,Zenith Rise,Pet Supplies,Zenith,1715.0,25,18
P001065,Zenith Way,Toys,Zenith,1714.02,33,24
P001800,Astra Behavior,Clothing,Astra,1709.7,15,14
P001188,Astra Study,Toys,Astra,1709.68,28,20
P000717,Astra Nation,Books,Astra,1703.68,32,25
P001338,Astra Key,Beauty,Astra,1700.66,31,25
P000500,NeoTech Security,Beauty,NeoTech,1695.76,44,27
P001022,GreenLeaf Save,Pet Supplies,GreenLeaf,1692.52,38,28
P000048,NeoTech Major,Books,NeoTech,1687.92,24,20
P001572,Everest Stop,Pet Supplies,Everest,1687.7500000000002,25,19
P001356,Zenith Center,Toys,Zenith,1685.25,35,25
P001198,Everest Memory,Pet Supplies,Everest,1685.19,29,18
P001441,Zenith Garden,Books,Zenith,1680.82,31,24
P000892,GreenLeaf Measure,Toys,GreenLeaf,1677.5,25,16
P000665,Zenith Hotel,Clothing,Zenith,1675.96,22,16
P000615,NeoTech Stuff,Home & Kitchen,NeoTech,1675.8,18,13
P000537,Willow Use,Automotive,Willow,1675.7,26,20
P000639,GreenLeaf Century,Pet Supplies,GreenLeaf,1669.98,26,19
P000602,Nimbus Word,Toys,Nimbus,1669.76,32,25
P001289,Zenith About,Pet Supplies,Zenith,1668.5,25,16
P000125,Orion Gas,Beauty,Orion,1667.3999999999999,28,23
P000316,NeoTech Also,Toys,NeoTech,1660.83,23,18
P000939,Zenith Now,Pet Supplies,Zenith,1660.23,39,29
P001994,GreenLeaf Concern,Beauty,GreenLeaf,1659.09,29,19
P000559,Zenith Hope,Sports,Zenith,1656.76,28,20
P001786,Astra Expect,Sports,Astra,1653.08,34,24
P001565,Pulse Decision,Toys,Pulse,1650.33,33,26
P000096,Orion Record,Pet Supplies,Orion,1647.9599999999998,31,18
P001845,Nimbus Fill,Toys,Nimbus,1646.92,22,14
P001875,Orion Serious,Toys,Orion,1646.73,19,12
P000627,Pulse Claim,Toys,Pulse,1646.64,36,23
P001489,Everest Now,Pet Supplies,Everest,1640.0,41,32
P000811,Orion Listen,Toys,Orion,1637.04,19,16
P001858,Everest Run,Books,Everest,1636.5,30,22
P000920,Nimbus Girl,Books,Nimbus,1633.75,25,17
P000266,Astra Success,Home & Kitchen,Astra,1632.6000000000001,36,25
P000398,Nimbus Mr,Pet Supplies,Nimbus,1629.75,15,12
P000423,Everest Police,Pet Supplies,Everest,1627.83,27,16
P000427,NeoTech Pick,Pet Supplies,NeoTech,1627.1200000000001,43,25
P000921,Acme Military,Home & Kitchen,Acme,1625.88,34,23
P000147,NeoTech Beat,Toys,NeoTech,1622.23,31,24
P000470,Zenith Gas,Pet Supplies,Zenith,1617.57,27,20
P000283,Everest Image,Beauty,Everest,1613.86,38,23
P001907,Nimbus Stay,Toys,Nimbus,1608.16,46,27
P002000,Harbor Whole,Books,Harbor,1602.75,25,20
P001861,Acme Must,Books,Acme,1600.04,34,25
P001376,Harbor Few,Pet Supplies,Harbor,1599.0,25,20
P001294,Solace But,Toys,Solace,1598.1,35,28
P001138,Orion Push,Pet Supplies,Orion,1582.8,24,19
P001813,Pulse Soon,Pet Supplies,Pulse,1577.8899999999999,29,19
P001303,GreenLeaf Be,Clothing,GreenLeaf,1576.44,29,17
P001624,Pulse Join,Clothing,Pulse,1575.1100000000001,31,22
P001522,Harbor Draw,Toys,Harbor,1573.2,36,22
P001734,Astra About,Home & Kitchen,Astra,1572.5100000000002,23,19
P001191,Pulse Direction,Toys,Pulse,1571.04,36,25
P000074,Willow Week,Toys,Willow,1569.3600000000001,39,30
P000148,GreenLeaf Medical,Toys,GreenLeaf,1566.7600000000002,23,21
P001986,Willow Somebody,Books,Willow,1565.7599999999998,24,20
P000171,Astra Protect,Toys,Astra,1561.8899999999999,33,23
P001951,Willow Perform,Pet Supplies,Willow,1559.95,35,25
P000795,GreenLeaf News,Books,GreenLeaf,1559.25,35,24
P000018,Solace A,Home & Kitchen,Solace,1556.94,33,30
P000985,Zenith Hot,Books,Zenith,1556.64,36,25
P001148,Solace Hundred,Pet Supplies,Solace,1554.0,30,22
P001381,Solace Evening,Books,Solace,1552.68,36,26
P000998,Acme Cause,Sports,Acme,1551.42,27,21
P001818,Willow Prepare,Beauty,Willow,1548.58,22,16
P001567,Zenith Myself,Sports,Zenith,1546.0,20,15
P000715,Astra Style,Books,Astra,1545.0400000000002,31,23
P001746,Solace Step,Beauty,Solace,1543.6799999999998,48,29
P000633,Nimbus Seven,Beauty,Nimbus,1541.28,48,32
P000608,GreenLeaf Visit,Toys,GreenLeaf,1538.64,36,22
P000104,Solace Interesting,Beauty,Solace,1534.44,38,29
P000996,Harbor Source,Clothing,Harbor,1532.72,28,23
P001569,Everest Develop,Clothing,Everest,1531.5,30,23
P000363,GreenLeaf Team,Beauty,GreenLeaf,1528.0,25,19
P001131,NeoTech Better,Beauty,NeoTech,1526.52,12,9
P000671,Solace Treat,Toys,Solace,1524.6000000000001,18,14
P001944,Nimbus East,Books,Nimbus,1524.0,24,19
