ORDER_ID,USER_ID,ORDER_STATUS,TOTAL_AMOUNT,ORDER_DATES,ORDER_TIME
O00011723,U009926,processing,62.47,11-01-2024,58:11.1
O00011724,U000231,processing,1421.07,25-06-2024,27:58.0
O00011725,U004159,shipped,169.62,27-05-2025,52:43.1
O00011726,U002142,shipped,2084.73,17-06-2024,08:37.3
O00011727,U006682,processing,50.66,24-11-2024,00:29.1
O00011729,U000564,shipped,100.33,04-08-2025,49:50.5
O00011730,U004432,completed,423.02,09-04-2025,35:31.0
O00011732,U006539,completed,214,07-06-2025,22:31.4
O00011733,U008124,processing,784.07,17-06-2024,38:03.3
O00011735,U009587,shipped,762.39,10-11-2025,00:04.3
O00011736,U003060,completed,195.21,14-05-2024,53:40.2
O00011737,U000932,cancelled,142.59,24-08-2025,29:11.8
O00011739,U004208,cancelled,36.94,02-04-2025,05:48.6
O00011740,U006393,cancelled,9.98,13-06-2025,15:01.1
O00011742,U003849,cancelled,438.15,14-10-2024,09:50.3
O00011743,U004672,shipped,32.11,30-07-2024,50:53.5
O00011745,U001838,cancelled,1124.73,20-10-2024,37:12.1
O00011746,U007416,shipped,442.75,08-12-2024,13:41.4
O00011748,U001852,processing,1181.64,04-11-2024,09:38.2
O00011749,U004288,completed,131.16,29-06-2025,57:47.2
O00011751,U006181,cancelled,1148.47,05-11-2024,26:48.9
O00011752,U002437,completed,396.1,04-01-2025,29:00.2
O00011754,U008860,returned,720.58,26-05-2024,09:40.4
O00011755,U000713,cancelled,803.84,26-06-2024,41:31.7
O00011757,U005523,completed,413.78,24-09-2025,56:22.0
O00011758,U002198,cancelled,3261.32,09-11-2025,21:47.3
O00011760,U008114,shipped,48.72,29-05-2025,49:45.7
O00011761,U005745,completed,254.06,24-01-2025,05:17.2
O00011762,U007632,shipped,763.66,11-08-2024,49:37.8
O00011764,U007406,cancelled,98.25,11-10-2025,23:37.2
O00011765,U003179,shipped,73.71,18-01-2024,46:23.0
O00011767,U007522,completed,20.84,10-10-2024,05:41.4
O00011768,U009034,completed,4.68,04-07-2024,55:36.7
O00011770,U000049,shipped,1821.99,01-09-2025,03:40.2
O00011771,U008684,shipped,1873.93,03-02-2024,02:24.0
O00011773,U008198,completed,27.08,17-07-2025,39:58.0
O00011774,U003987,shipped,901.46,28-07-2024,39:05.8
O00011776,U009200,returned,864.7,01-06-2025,25:47.8
O00011777,U009574,shipped,602.72,23-10-2024,57:38.2
O00011779,U003686,shipped,66.52,09-07-2025,47:47.5
O00011780,U001690,cancelled,64.51,22-02-2024,09:05.6
O00011781,U001628,returned,202.75,01-08-2025,23:12.2
O00011783,U000811,completed,657.34,13-06-2025,57:08.4
O00011784,U005960,returned,138.49,05-10-2024,01:18.0
O00011786,U002055,returned,832.48,21-03-2024,54:56.0
O00011787,U000023,shipped,1258.58,11-05-2025,35:31.2
O00011789,U005935,shipped,869.07,31-10-2025,50:10.5
O00011790,U008238,cancelled,438.1,28-01-2024,57:41.8
O00011792,U006768,completed,1140.55,27-04-2025,41:23.0
O00011793,U007172,shipped,363.03,24-08-2024,57:13.3
O00011795,U005177,processing,320.95,26-10-2024,49:10.0
O00011796,U006487,returned,294.06,07-06-2024,15:50.0
O00011798,U007570,cancelled,270.67,30-04-2024,41:16.2
O00011799,U009052,shipped,282.23,15-08-2024,19:45.8
O00011801,U002218,cancelled,226.51,16-03-2025,17:16.7
O00011802,U005644,shipped,562.9,12-02-2025,13:17.8
O00011804,U001153,completed,794.73,22-02-2024,29:58.8
O00011805,U002711,processing,706.44,12-10-2024,45:03.5
O00011806,U005505,processing,890.57,16-04-2025,25:05.6
O00011808,U001270,returned,1194.94,05-11-2024,24:17.0
O00011809,U006018,cancelled,55.35,18-08-2025,58:45.2
O00011810,U001876,processing,68.2,10-10-2025,27:35.8
O00011811,U005332,cancelled,136.66,18-09-2025,15:15.5
O00011812,U005405,completed,385.59,27-04-2024,47:16.9
O00011813,U007833,completed,75.81,12-09-2024,12:33.4
O00011814,U008037,returned,161.29,11-06-2025,39:43.7
O00011815,U004253,processing,797.71,13-05-2024,30:16.8
O00011816,U000513,returned,983.57,20-12-2024,58:39.4
O00011817,U007279,shipped,1835.32,31-03-2024,36:35.1
O00011818,U007380,processing,145.87,23-11-2024,39:34.4
O00011819,U006390,completed,97.57,05-03-2024,56:42.5
O00011820,U003713,shipped,154.92,20-10-2025,58:10.3
O00011821,U003304,returned,168.44,19-09-2025,31:01.4
O00011822,U000799,shipped,473.62,14-09-2025,02:03.7
O00011823,U009435,completed,651.31,28-02-2024,30:01.9
O00011824,U002385,processing,73.31,02-10-2025,21:43.3
O00011825,U008507,processing,652.35,23-07-2025,07:58.2
O00011826,U009635,completed,637.27,24-08-2024,30:21.1
O00011827,U006674,returned,85.73,20-10-2024,52:13.4
O00011828,U008574,completed,2601.1,02-07-2025,13:08.2
O00011829,U007811,processing,357.12,02-07-2024,35:59.8
O00011830,U009585,processing,505.22,08-12-2024,35:44.6
O00011831,U000906,completed,108.18,24-08-2025,49:11.5
O00011832,U001988,cancelled,947.24,09-05-2024,13:08.7
O00011833,U009899,returned,328.84,09-06-2025,25:56.3
O00011834,U008765,returned,631.53,06-12-2024,17:14.3
O00011835,U009676,shipped,270.69,13-07-2025,47:14.8
O00011836,U002542,cancelled,632.85,17-02-2024,05:02.9
O00011837,U009054,processing,368.86,14-04-2025,06:21.8
O00011838,U004876,processing,637.28,28-07-2025,07:35.9
O00011839,U006128,cancelled,1134.96,13-07-2025,57:36.2
O00011840,U003572,shipped,29.3,25-06-2024,20:12.2
O00011841,U001668,completed,606.03,05-02-2025,51:15.9
O00011842,U004723,shipped,43.7,12-03-2025,03:20.4
O00011844,U002660,returned,42.69,05-11-2025,11:17.6
O00011845,U000642,shipped,31.32,14-01-2025,24:39.4
O00011847,U008867,processing,484.18,18-06-2025,14:37.6
O00011848,U000047,shipped,2644.85,17-08-2024,56:09.1
O00011850,U001399,shipped,1437.35,04-11-2025,15:12.5
O00011851,U000255,cancelled,1124.1,09-05-2024,47:32.0
O00011853,U008999,returned,60.18,26-12-2024,29:56.6
O00011854,U006383,processing,3393.68,21-10-2025,05:57.3
O00011856,U002733,completed,1225.23,18-07-2025,18:54.5
O00011857,U001139,processing,72.49,22-10-2024,30:46.2
O00011858,U007663,completed,10.35,24-04-2025,02:04.4
O00011860,U003173,shipped,1514.24,08-10-2025,22:26.5
O00011861,U006190,cancelled,263.51,06-06-2025,24:47.7
O00011863,U000931,processing,63.4,17-02-2025,17:44.9
O00011864,U005696,cancelled,481.52,12-02-2024,03:51.8
O00011866,U007804,completed,388.46,26-06-2025,59:07.0
O00011867,U009885,returned,815.93,04-06-2025,43:21.5
O00011869,U006708,completed,32.09,27-09-2024,16:11.5
O00011870,U000952,cancelled,166.04,05-05-2024,08:08.6
O00011872,U004643,processing,1196.85,14-10-2024,21:51.0
O00011873,U008313,cancelled,289.56,03-04-2024,11:36.7
O00011875,U009228,processing,687.01,20-11-2024,22:41.1
O00011876,U002055,completed,370.71,23-08-2024,40:55.9
O00011877,U008722,completed,313.83,29-06-2025,31:07.5
O00011879,U004008,returned,1036.92,07-10-2025,39:39.8
O00011880,U000750,shipped,732.13,09-03-2025,08:57.7
O00011882,U009112,returned,4347.07,09-02-2024,56:40.9
O00011883,U005402,processing,230.74,29-10-2025,53:25.8
O00011885,U009687,shipped,576,13-11-2025,29:26.1
O00011886,U008684,cancelled,392.48,26-09-2024,54:43.2
O00011888,U007288,shipped,498.57,09-07-2025,05:31.5
O00011889,U001393,processing,142.7,22-07-2024,03:59.4
O00011891,U002090,cancelled,316.57,15-08-2025,20:35.2
O00011892,U004575,cancelled,463.98,30-10-2024,41:33.5
O00011894,U005500,cancelled,5.2,03-03-2024,03:20.7
O00011895,U004247,cancelled,483.74,02-03-2025,35:08.5
O00011897,U000151,processing,434.71,05-11-2024,38:45.1
O00011898,U005473,completed,1942.87,20-01-2025,42:18.6
O00011900,U008725,completed,947.98,01-02-2025,21:32.9
O00011901,U003637,returned,201.41,29-01-2025,55:16.1
O00011903,U006633,cancelled,43.13,08-07-2024,01:12.4
O00011904,U003010,processing,50.42,17-01-2025,49:29.8
O00011905,U009664,cancelled,485.03,09-09-2025,38:24.0
O00011907,U004262,processing,1381.38,23-09-2024,08:17.0
O00011908,U002329,processing,94.95,14-11-2025,44:36.6
O00011910,U000623,completed,669.63,03-11-2024,48:23.1
O00011911,U009129,cancelled,460.9,28-05-2024,04:23.9
O00011913,U005910,cancelled,184.77,02-07-2025,37:34.4
O00011914,U007961,shipped,1976.9,22-12-2024,14:46.7
O00011916,U000375,completed,30.81,11-12-2024,51:30.6
O00011917,U004475,shipped,212.28,09-09-2025,38:05.2
O00011919,U004984,cancelled,270.85,08-11-2024,25:19.2
O00011920,U007728,cancelled,46.56,25-03-2024,49:09.0
O00011921,U004607,processing,492.86,11-11-2024,42:06.9
O00011922,U008729,returned,86.16,06-06-2024,10:06.1
O00011923,U008394,completed,51.46,18-06-2025,18:42.4
O00011924,U002749,shipped,118.35,23-09-2025,58:34.7
O00011925,U005292,processing,50.47,27-03-2025,44:07.9
O00011926,U001003,shipped,1935.66,19-03-2024,13:37.7
O00011927,U007009,shipped,134.22,02-08-2025,53:12.9
O00011928,U005386,completed,103.4,14-09-2025,38:36.7
O00011929,U009726,cancelled,23.86,02-02-2024,53:24.6
O00011930,U001668,processing,461.88,01-08-2024,28:45.3
O00011931,U007651,shipped,86.34,30-06-2024,23:37.8
O00011932,U009503,returned,252.06,02-03-2025,29:08.1
O00011933,U007295,processing,237.68,27-05-2024,31:39.9
O00011934,U002791,completed,61.59,04-02-2024,04:45.8
O00011935,U005774,shipped,508.93,27-06-2025,41:59.6
O00011936,U006150,cancelled,920.5,01-07-2024,47:23.0
O00011937,U001004,shipped,1965.44,21-12-2024,23:41.3
O00011938,U008690,returned,1003.18,28-05-2025,18:54.6
O00011939,U007392,processing,37.54,25-06-2024,01:53.7
O00011940,U004957,processing,223.3,13-06-2025,36:24.7
O00011941,U003127,completed,2192.13,03-02-2025,31:02.7
O00011942,U003471,completed,93.21,21-02-2024,26:34.1
O00011943,U009674,returned,1725.93,11-02-2024,39:01.0
O00011944,U007370,completed,359.27,02-03-2025,42:19.5
O00011945,U001632,cancelled,12.72,25-05-2024,16:36.6
O00011946,U004058,processing,1186.42,06-08-2024,25:44.7
O00011947,U009235,completed,316.05,31-03-2025,04:02.2
O00011948,U004424,shipped,454.3,25-07-2024,05:00.9
O00011949,U001465,shipped,338.67,27-04-2024,40:13.3
O00011950,U006528,processing,1599.55,10-11-2025,37:03.3
O00011951,U003032,completed,263.8,31-03-2025,35:06.9
O00011952,U002983,cancelled,28.92,24-11-2024,06:09.7
O00011953,U006473,processing,293.19,18-03-2024,10:48.9
O00011954,U002669,processing,21.11,06-03-2024,36:24.3
O00011956,U008452,shipped,243.03,19-06-2025,34:44.9
O00011957,U009526,processing,125.56,17-03-2025,24:16.2
O00011959,U003996,processing,1799.5,31-10-2025,48:15.0
O00011960,U004661,processing,198.48,27-09-2025,56:53.8
O00011962,U005046,processing,196.49,06-01-2025,05:52.5
O00011963,U006322,cancelled,1675.37,10-09-2025,34:11.6
O00011965,U003193,processing,76.19,06-02-2024,43:23.3
O00011966,U005986,cancelled,942.85,03-01-2024,40:45.1
O00011967,U006591,cancelled,61.39,08-10-2025,58:21.9
O00011969,U001321,processing,33,18-09-2024,10:26.4
O00011970,U000367,completed,836.76,09-08-2025,44:22.0
O00011972,U007822,shipped,317.21,02-10-2024,44:08.6
O00011973,U002634,processing,284.58,26-10-2025,45:06.2
O00011975,U000319,cancelled,5180.76,18-07-2025,02:18.3
O00011976,U008954,processing,139.36,07-08-2024,58:16.4
O00011978,U001361,cancelled,41.49,19-03-2024,30:26.2
O00011979,U002837,shipped,250.75,17-05-2025,01:48.3
O00011981,U006673,processing,1603.1,20-07-2024,56:09.2
O00011982,U005742,cancelled,838.72,29-06-2025,12:01.2
O00011984,U002211,cancelled,173.67,30-06-2024,24:37.6
O00011985,U000271,completed,300.9,07-09-2024,37:50.8
O00011987,U006222,cancelled,596,18-01-2024,59:39.0
O00011988,U005317,returned,122.73,20-04-2024,31:36.9
O00011990,U007765,shipped,156.08,15-11-2024,25:47.5
O00011991,U003687,completed,799.92,18-11-2024,19:03.6
O00011992,U003756,completed,1565.82,26-09-2024,47:00.5
O00011994,U004569,shipped,555.41,18-01-2024,03:47.2
O00011995,U003019,cancelled,607.2,08-11-2025,58:01.8
O00011997,U001449,completed,916.67,10-04-2024,56:36.6
O00011998,U005366,shipped,1223.02,24-07-2024,48:04.2
O00012000,U000616,processing,2262.26,20-04-2025,53:05.0
O00012001,U009193,completed,2439.87,07-10-2024,32:18.7
O00012003,U004818,processing,205.95,08-11-2025,39:16.7
O00012004,U002028,returned,314.46,26-05-2025,12:12.1
O00012006,U008593,shipped,1371.52,24-02-2024,58:48.9
O00012007,U000276,completed,1229.16,04-04-2025,30:09.4
O00012009,U004886,returned,433.51,07-07-2025,15:05.1
O00012010,U008966,completed,521,07-05-2024,03:33.9
O00012012,U008754,processing,22.11,29-09-2024,16:31.4
O00012013,U004266,completed,1674.33,15-11-2024,39:33.2
O00012015,U009316,returned,508.48,10-10-2025,14:56.2
O00012016,U001617,shipped,16.65,11-02-2024,52:38.1
O00012017,U009411,completed,1499.66,20-04-2024,49:39.0
O00012019,U001008,completed,1906.06,02-04-2024,03:38.0
O00012020,U001801,processing,206.5,22-10-2025,16:41.1
O00012022,U001686,shipped,315.73,15-02-2024,53:55.8
O00012023,U007591,cancelled,32.96,05-06-2024,28:07.9
O00012025,U007321,processing,507.86,27-02-2025,10:38.4
O00012026,U008543,shipped,108.97,06-03-2025,55:56.1
O00012028,U005484,processing,538.42,23-04-2024,16:41.8
O00012029,U005817,returned,301.21,09-01-2025,40:22.6
O00012031,U001936,cancelled,9.98,09-07-2025,00:43.6
O00012032,U006649,cancelled,55.21,03-05-2025,17:06.5
O00012033,U004234,shipped,176.02,29-04-2024,28:20.9
O00012034,U002605,processing,720.58,05-03-2024,25:02.0
O00012035,U001641,processing,871.03,05-02-2025,01:09.3
O00012036,U009714,shipped,3.61,26-07-2025,47:35.6
O00012037,U003008,completed,9.1,28-07-2025,06:44.2
O00012038,U001806,shipped,2.75,11-02-2024,59:55.2
O00012039,U003496,cancelled,478.39,03-09-2024,05:28.5
O00012040,U009260,cancelled,580,07-09-2025,34:25.2
O00012041,U001304,shipped,331.18,07-07-2025,10:35.9
O00012042,U003734,shipped,56.87,21-04-2025,08:45.1
O00012043,U003835,shipped,363.88,06-08-2025,59:48.5
O00012044,U002533,completed,227.34,23-12-2024,44:18.8
O00012045,U009289,shipped,451,22-03-2024,12:26.1
O00012046,U009737,cancelled,21.56,28-07-2025,27:38.9
O00012047,U001297,processing,336.3,17-09-2024,42:35.5
O00012048,U007173,returned,1515.25,27-03-2025,23:26.2
O00012049,U003079,completed,1410.73,07-05-2025,47:44.9
O00012050,U009186,cancelled,108.39,29-07-2024,12:34.3
O00012051,U002321,shipped,330.06,21-07-2025,51:08.0
O00012052,U000087,processing,359.35,10-09-2025,40:28.4
O00012053,U007005,processing,452.48,03-08-2025,15:28.6
O00012054,U009326,processing,4036.64,17-02-2025,28:18.5
O00012055,U003237,completed,197.59,22-06-2024,12:48.3
O00012056,U003544,shipped,157.95,04-01-2024,21:32.3
O00012057,U007300,returned,180.9,26-09-2024,28:04.4
O00012058,U007864,shipped,734.26,13-01-2025,03:45.2
O00012059,U008389,returned,521.5,31-07-2025,54:25.0
O00012060,U004337,completed,966.16,23-12-2024,25:16.5
O00012061,U007229,shipped,31.98,21-10-2025,09:47.6
O00012062,U003007,processing,318.58,11-10-2024,18:12.7
O00012063,U006299,processing,104.12,09-02-2024,02:52.7
O00012064,U003140,returned,295.59,06-10-2025,30:21.8
O00012066,U004821,shipped,272.23,01-04-2025,30:12.6
O00012067,U002138,shipped,128.53,16-10-2024,44:12.3
O00012069,U001599,cancelled,76.51,22-04-2024,20:17.2
O00012070,U009574,shipped,567.39,27-09-2024,47:21.7
O00012071,U000519,returned,2326.46,03-08-2024,16:08.0
O00012073,U003030,completed,52.53,14-06-2025,10:17.4
O00012074,U005437,processing,1764.16,12-02-2025,33:55.6
O00012076,U009553,returned,38.43,14-09-2024,34:04.6
O00012077,U005477,cancelled,600.89,29-03-2025,17:06.1
O00012079,U001340,shipped,279.33,17-08-2024,56:57.5
O00012080,U007731,shipped,787.77,09-12-2024,04:44.5
O00012082,U006472,shipped,150.4,13-06-2024,09:05.5
O00012083,U006445,processing,411.48,04-09-2024,26:12.0
O00012085,U007547,processing,1199.39,16-10-2025,40:27.6
O00012086,U008854,cancelled,1004.95,01-01-2024,12:48.3
O00012088,U005755,returned,255.39,31-05-2025,56:16.0
O00012089,U004308,returned,65,31-03-2025,35:41.6
O00012091,U009034,cancelled,1758.92,20-10-2024,50:25.9
O00012092,U009866,shipped,223.28,06-03-2025,54:42.1
O00012094,U005660,processing,570.7,01-05-2025,40:57.9
O00012095,U000283,processing,1487.03,07-05-2025,04:28.2
O00012096,U009961,cancelled,1827.22,07-01-2024,27:00.9
O00012098,U006467,returned,166.04,16-11-2024,42:20.2
O00012099,U006132,returned,35.3,26-03-2024,51:19.2
O00012101,U005601,processing,223.62,15-09-2024,21:45.3
O00012102,U004420,cancelled,46.89,04-08-2025,45:28.0
O00012104,U004419,processing,294.35,09-12-2024,29:40.1
O00012105,U008649,shipped,38.54,22-11-2024,47:08.6
O00012107,U003751,returned,182.55,07-12-2024,34:14.0
O00012108,U006058,cancelled,930.91,16-10-2025,36:53.1
O00012110,U009514,returned,82.77,31-05-2024,05:05.8
O00012111,U006634,returned,73.95,10-03-2025,40:12.3
O00012113,U004403,cancelled,608.47,23-06-2024,01:58.1
O00012114,U005745,returned,3145.64,12-05-2024,06:22.7
O00012115,U002755,shipped,95.02,12-10-2024,25:03.0
O00012117,U007319,completed,1060.43,28-05-2025,18:40.0
O00012118,U004716,cancelled,152.69,23-02-2024,27:09.7
O00012120,U004232,shipped,307.27,21-02-2024,50:41.4
O00012121,U003330,processing,52.25,20-05-2025,06:26.9
O00012123,U006052,processing,99.54,15-08-2025,51:10.3
O00012124,U003708,returned,661.82,21-10-2025,33:01.5
O00012126,U003690,processing,29.08,03-02-2024,38:33.0
O00012127,U001494,processing,154.67,11-02-2025,37:16.0
O00012129,U000415,shipped,430.87,11-04-2024,24:03.3
O00012130,U008676,completed,1209.24,08-05-2025,19:39.2
O00012132,U003834,cancelled,368.07,28-11-2024,53:21.6
O00012133,U007602,shipped,66.33,21-06-2024,29:27.6
O00012135,U004438,cancelled,848.23,23-07-2025,47:32.4
O00012136,U009643,cancelled,876.39,29-03-2024,38:23.7
O00012138,U004608,returned,46.97,02-12-2024,29:01.8
O00012139,U002684,completed,151.5,09-05-2025,03:58.8
O00012140,U003404,cancelled,18.89,19-02-2024,44:59.2
O00012142,U005971,completed,284.87,08-05-2025,43:43.5
O00012143,U000352,returned,290.02,20-04-2025,02:43.0
O00012145,U006406,shipped,56.04,08-02-2025,53:16.7
O00012146,U006125,returned,217.05,03-09-2025,33:29.6
O00012147,U003999,completed,774.46,22-03-2025,09:01.9
O00012148,U007282,cancelled,3202.55,05-01-2024,04:22.6
O00012149,U007085,shipped,845.04,13-09-2025,35:19.9
O00012150,U002559,processing,304.42,16-05-2025,26:09.0
O00012151,U001802,processing,33.41,09-01-2024,58:13.4
O00012152,U009295,completed,1253.29,08-03-2025,56:23.7
O00012153,U001891,processing,670.61,24-01-2024,26:16.6
O00012154,U008757,shipped,218.74,15-08-2024,49:44.2
O00012155,U003343,returned,238.36,03-02-2024,27:08.2
O00012156,U008250,returned,153.88,06-05-2024,54:04.1
O00012157,U005212,completed,147.17,22-10-2024,53:46.8
O00012158,U008534,completed,704.18,20-06-2024,27:34.3
O00012159,U009495,processing,206.58,17-06-2024,28:22.4
O00012160,U004243,shipped,13.85,09-05-2024,48:58.7
O00012161,U000803,completed,72.33,06-05-2024,54:25.7
O00012162,U003127,processing,15.79,22-07-2025,46:43.7
O00012163,U004320,processing,71.4,31-08-2025,20:38.1
O00012164,U000284,shipped,406.83,06-11-2024,47:27.0
O00012165,U007467,completed,655.19,16-09-2025,56:20.8
O00012166,U001118,shipped,1742.92,19-09-2024,43:10.9
O00012167,U006130,processing,253.86,31-08-2024,05:06.4
O00012168,U009105,cancelled,120.33,01-02-2024,49:21.1
O00012169,U002718,processing,573.92,20-01-2025,30:27.1
O00012170,U004980,cancelled,157.95,19-05-2025,27:06.0
O00012171,U006991,completed,227.28,08-08-2025,13:00.0
O00012172,U002491,cancelled,289.08,05-01-2024,54:54.1
O00012173,U004085,cancelled,161.2,19-06-2025,06:21.6
O00012174,U001059,processing,90.57,19-03-2025,09:06.6
O00012175,U008872,returned,529.54,20-02-2025,13:51.0
O00012176,U000570,completed,210.69,31-07-2024,41:19.1
O00012177,U002329,cancelled,2384.19,17-02-2025,22:55.9
O00012179,U008203,returned,52.12,27-03-2025,36:21.0
O00012180,U009074,processing,15.26,01-08-2024,23:23.9
O00012182,U008302,cancelled,26.74,05-04-2025,45:40.4
O00012183,U002853,returned,89.11,15-01-2025,07:40.9
O00012184,U000695,completed,145.05,12-09-2025,20:17.7
O00012186,U001176,shipped,842.9,31-05-2024,19:09.6
O00012187,U006635,returned,181.12,04-03-2024,31:08.4
O00012189,U009761,returned,8.74,19-07-2025,29:49.5
O00012190,U003631,returned,437.47,28-04-2024,31:53.8
O00012192,U004297,shipped,904.12,08-02-2025,12:40.6
O00012193,U001122,returned,236.24,27-11-2024,55:54.7
O00012195,U008960,shipped,77.11,28-06-2024,29:30.5
O00012196,U001170,cancelled,50.17,08-06-2024,18:14.9
O00012198,U006094,processing,801.37,06-06-2025,52:25.7
O00012199,U004732,completed,1600.58,30-03-2024,58:08.5
O00012201,U008072,shipped,285.71,22-12-2024,06:02.5
O00012202,U006827,completed,435.87,22-05-2024,11:49.1
O00012204,U002409,shipped,220.47,15-04-2024,26:07.6
O00012205,U004896,completed,655.22,18-06-2025,27:18.9
O00012207,U001055,returned,3097.17,10-07-2025,35:24.2
O00012208,U000352,shipped,146.81,08-05-2025,31:23.0
O00012209,U005899,cancelled,208.34,06-01-2025,25:11.1
O00012211,U001258,returned,1001.67,30-06-2025,15:59.5
O00012212,U007322,completed,714.6,01-06-2024,45:56.0
O00012214,U005585,processing,584.65,22-09-2024,47:11.3
O00012215,U005201,shipped,18.45,24-07-2024,50:43.0
O00012217,U001311,completed,410.63,18-09-2025,41:53.0
O00012218,U006976,shipped,724.42,21-02-2025,15:48.1
O00012220,U005153,completed,3441.2,31-07-2024,30:24.0
O00012221,U003719,shipped,1860.95,04-07-2025,09:40.8
O00012223,U006258,returned,85.53,15-08-2024,10:05.2
O00012224,U007632,cancelled,74.05,07-05-2025,37:47.1
O00012226,U007182,shipped,197.6,28-04-2025,22:44.3
O00012227,U006610,shipped,2339.08,21-07-2025,43:54.3
O00012229,U006579,completed,5.98,24-06-2024,02:00.8
O00012230,U009038,cancelled,92.24,28-08-2025,28:59.8
O00012231,U007530,returned,259.96,11-06-2024,11:03.9
O00012233,U001691,returned,532.49,08-06-2025,01:57.7
O00012234,U006191,shipped,691.77,22-03-2025,10:01.2
O00012236,U003695,shipped,1670.08,31-01-2025,56:56.1
O00012237,U008400,processing,2323.68,14-05-2025,04:22.0
O00012239,U001919,processing,588.11,20-02-2024,05:44.0
O00012240,U006414,completed,85.43,20-04-2025,40:00.2
O00012242,U001189,cancelled,220.65,04-11-2024,06:39.7
O00012243,U004438,cancelled,467.01,03-07-2024,56:16.6
O00012245,U000368,processing,30.72,20-02-2024,37:20.4
O00012246,U000306,shipped,13.77,20-12-2024,53:12.3
O00012248,U004853,shipped,833.84,21-10-2024,38:31.1
O00012249,U002545,returned,560.82,16-01-2024,24:49.1
O00012251,U006985,returned,304.3,17-10-2025,30:52.1
O00012252,U005803,shipped,986.33,09-10-2024,20:29.1
O00012254,U006665,shipped,899.4,16-05-2024,19:07.9
O00012255,U004033,processing,34.56,19-07-2025,51:37.9
O00012256,U009512,cancelled,1254.82,15-09-2024,43:54.1
O00012258,U002129,cancelled,174.96,29-10-2024,20:41.0
O00012259,U008096,shipped,552.77,15-09-2025,51:10.9
O00012260,U005021,completed,5.66,14-10-2025,55:53.9
O00012261,U005891,returned,2963.59,01-10-2024,05:34.7
O00012262,U005151,cancelled,41.54,26-10-2025,00:32.0
O00012263,U004298,cancelled,1101.2,14-04-2025,21:58.1
O00012264,U008222,processing,56.37,10-08-2025,34:18.4
O00012265,U003458,processing,3527.91,01-02-2025,41:56.2
O00012266,U006279,cancelled,224.44,26-06-2025,47:48.1
O00012267,U006380,returned,1887.88,14-04-2025,17:47.3
O00012268,U000011,processing,978.48,18-09-2024,43:43.4
O00012269,U000854,processing,1025.31,05-02-2024,53:18.5
O00012270,U003552,shipped,1501.76,23-07-2024,25:52.7
O00012271,U008401,processing,217.9,16-06-2024,12:27.6
O00012272,U001775,shipped,549.57,03-05-2024,43:25.3
O00012273,U005594,shipped,2643.46,23-08-2024,48:48.2
O00012274,U004350,completed,1218.91,26-01-2025,47:39.4
O00012275,U006868,processing,205.74,04-04-2025,57:24.2
O00012276,U009049,completed,113.5,19-07-2024,17:02.8
O00012277,U000211,processing,115.81,18-11-2024,40:19.9
O00012278,U008728,shipped,1452.31,01-08-2025,13:36.6
O00012279,U006241,returned,759.21,10-04-2024,49:49.1
O00012280,U008788,processing,296.11,07-01-2025,21:07.2
O00012281,U009424,processing,189.79,29-08-2025,29:39.4
O00012282,U006806,completed,758.82,04-09-2025,20:32.2
O00012283,U008612,returned,992.56,16-12-2024,09:44.5
O00012284,U000486,completed,870.03,03-01-2024,29:24.5
O00012285,U006536,returned,98.79,08-03-2024,57:26.5
O00012286,U005080,completed,26.74,30-07-2024,41:38.7
O00012287,U000712,cancelled,220.06,20-04-2025,32:42.4
O00012288,U000387,shipped,87.38,14-11-2024,20:30.2
O00012289,U002235,cancelled,862.42,20-10-2024,26:57.2
O00012290,U002002,returned,113.2,06-03-2025,34:42.3
O00012291,U000843,processing,209.1,18-06-2024,30:25.5
O00012292,U000307,shipped,217.99,18-03-2024,35:14.3
O00012294,U008496,returned,370.05,15-02-2025,41:00.7
O00012295,U003003,completed,379.98,01-09-2024,48:59.9
O00012296,U000664,cancelled,746.45,14-07-2025,24:04.9
O00012298,U004971,completed,124.31,17-04-2025,43:52.6
O00012299,U000737,processing,333.86,09-02-2024,32:27.9
O00012301,U008615,shipped,636.34,19-12-2024,44:38.3
O00012302,U009544,processing,60.7,04-01-2025,05:35.5
O00012304,U004757,cancelled,5.79,26-07-2024,15:24.6
O00012305,U006274,cancelled,94.26,21-02-2025,05:36.2
O00012307,U005189,cancelled,2058.99,22-03-2025,40:40.1
O00012308,U000793,completed,846.79,21-03-2025,11:40.2
O00012310,U001563,returned,84.07,11-04-2024,47:49.7
O00012311,U006415,returned,40.8,16-01-2025,07:36.9
O00012313,U008541,completed,29.62,25-10-2024,05:13.4
O00012314,U002635,cancelled,827.91,07-01-2025,09:56.8
O00012316,U003971,cancelled,36.27,24-09-2024,42:11.3
O00012317,U008741,returned,1197.44,08-09-2025,39:42.8
O00012318,U006864,returned,3765.65,16-10-2025,07:27.8
O00012320,U006790,shipped,69.85,13-10-2025,04:04.1
O00012321,U001831,processing,671.24,22-03-2025,30:45.3
O00012323,U008691,processing,238.04,27-10-2025,31:27.0
O00012324,U005597,completed,593.14,07-05-2024,50:24.5
O00012326,U003735,shipped,79.18,13-07-2024,40:13.2
O00012327,U002573,cancelled,442.77,31-05-2024,13:49.0
O00012329,U009444,shipped,659.19,04-03-2025,28:03.3
O00012330,U002518,shipped,564.41,08-04-2024,03:17.2
