user_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
U005701,673,1,1076.53,1,1,3,113,Lost
U005702,10,6,10175.81,5,5,5,555,Champions
U005703,136,4,2306.5,4,5,5,455,Champions
U005704,222,2,656.72,3,3,2,332,Loyal
U005705,146,2,2300.6600000000003,4,3,5,435,Loyal
U005706,468,2,3302.33,1,3,5,135,Lost
U005707,483,3,4878.2,1,4,5,145,Lost
U005708,202,2,780.12,3,3,3,333,Loyal
U005710,467,3,2058.26,1,4,4,144,Lost
U005711,105,2,533.75,4,3,2,432,Loyal
U005712,76,1,660.72,4,1,2,412,Potential
U005713,210,2,1104.65,3,3,3,333,Loyal
U005714,110,1,450.53999999999996,4,1,2,412,Potential
U005715,46,3,4132.55,5,4,5,545,Champions
U005716,346,1,113.58000000000001,2,1,1,211,At Risk
U005717,573,1,83.14,1,1,1,111,Lost
U005718,264,2,1297.23,2,3,4,234,At Risk
U005720,24,1,133.48,5,1,1,511,Potential
U005721,5,6,3237.59,5,5,5,555,Champions
U005722,313,1,161.07,2,1,1,211,At Risk
U005723,119,2,2196.29,4,3,4,434,Loyal
U005724,104,4,1937.21,4,5,4,454,Champions
U005725,72,2,316.17,4,3,2,432,Loyal
U005726,495,1,58.41,1,1,1,111,Lost
U005727,5,2,162.23000000000002,5,3,1,531,Loyal
U005728,219,2,520.89,3,3,2,332,Loyal
U005729,142,2,1584.89,4,3,4,434,Loyal
U005730,182,1,580.2900000000001,3,1,2,312,Potential
U005731,43,1,109.0,5,1,1,511,Potential
U005732,216,2,109.36,3,3,1,331,Loyal
U005733,29,3,3797.04,5,4,5,545,Champions
U005735,116,3,1045.71,4,4,3,443,Loyal
U005738,455,1,3801.45,1,1,5,115,Lost
U005739,463,1,462.34999999999997,1,1,2,112,Lost
U005742,138,3,2044.49,4,4,4,444,Champions
U005743,116,2,1435.13,4,3,4,434,Loyal
U005744,255,3,1898.6299999999999,2,4,4,244,At Risk
U005745,294,3,3419.7599999999998,2,4,5,245,At Risk
U005746,211,3,5791.16,3,4,5,345,Loyal
U005748,438,1,291.05,1,1,2,112,Lost
U005749,578,1,847.83,1,1,3,113,Lost
U005750,374,1,49.15,2,1,1,211,At Risk
U005751,61,3,146.35000000000002,5,4,1,541,Loyal
U005752,0,2,2252.0,5,3,4,534,Loyal
U005754,83,2,1557.7900000000002,4,3,4,434,Loyal
U005755,167,1,255.39,3,1,1,311,Potential
U005756,72,1,300.8,4,1,2,412,Potential
U005757,202,1,389.01,3,1,2,312,Potential
U005758,4,3,1372.44,5,4,4,544,Champions
U005760,270,4,5434.68,2,5,5,255,At Risk
U005761,120,1,72.04,4,1,1,411,Potential
U005762,618,1,134.71,1,1,1,111,Lost
U005763,393,1,2358.7700000000004,2,1,5,215,At Risk
U005764,50,2,819.5600000000001,5,3,3,533,Loyal
U005765,24,3,540.35,5,4,2,542,Loyal
U005766,302,1,3416.4,2,1,5,215,At Risk
U005767,42,2,1061.29,5,3,3,533,Loyal
U005768,131,2,1646.85,4,3,4,434,Loyal
U005769,45,1,148.66,5,1,1,511,Potential
U005770,60,2,322.76,5,3,2,532,Loyal
U005771,163,3,1225.28,3,4,3,343,Loyal
U005772,377,2,680.09,2,3,3,233,At Risk
U005774,140,2,584.35,4,3,2,432,Loyal
U005776,50,3,1599.79,5,4,4,544,Champions
U005777,0,1,1478.43,5,1,4,514,Potential
U005778,47,3,1226.9,5,4,3,543,Loyal
U005779,56,2,363.14,5,3,2,532,Loyal
U005780,170,2,477.40999999999997,3,3,2,332,Loyal
U005781,15,2,1113.07,5,3,3,533,Loyal
U005782,98,1,1132.53,4,1,3,413,Potential
U005783,401,1,373.09,2,1,2,212,At Risk
U005784,14,4,4042.13,5,5,5,555,Champions
U005786,27,2,233.21999999999997,5,3,1,531,Loyal
U005787,140,2,785.82,4,3,3,433,Loyal
U005788,291,2,2244.8900000000003,2,3,4,234,At Risk
U005789,58,1,299.14,5,1,2,512,Potential
U005790,20,1,728.78,5,1,3,513,Potential
U005791,607,1,463.92,1,1,2,112,Lost
U005792,56,4,2549.75,5,5,5,555,Champions
U005793,56,2,381.87,5,3,2,532,Loyal
U005796,245,1,1156.18,3,1,3,313,Potential
U005797,154,3,6746.85,3,4,5,345,Loyal
U005798,249,1,143.04000000000002,3,1,1,311,Potential
U005799,361,1,824.81,2,1,3,213,At Risk
U005800,165,3,1766.89,3,4,4,344,Loyal
U005803,215,3,7096.880000000001,3,4,5,345,Loyal
U005805,57,5,6587.699999999999,5,5,5,555,Champions
U005806,232,3,3769.9300000000003,3,4,5,345,Loyal
U005807,545,1,1098.23,1,1,3,113,Lost
U005808,110,4,1354.99,4,5,4,454,Champions
U005809,118,3,1171.12,4,4,3,443,Loyal
U005810,319,3,2430.68,2,4,5,245,At Risk
U005811,150,2,974.74,3,3,3,333,Loyal
U005813,188,2,882.3399999999999,3,3,3,333,Loyal
U005814,128,2,707.64,4,3,3,433,Loyal
U005815,54,3,1547.12,5,4,4,544,Champions
U005816,68,1,128.20999999999998,4,1,1,411,Potential
U005817,309,2,1048.99,2,3,3,233,At Risk
U005819,28,4,1337.87,5,5,4,554,Champions
U005820,382,2,2383.7599999999998,2,3,5,235,At Risk
U005821,24,2,1832.1200000000001,5,3,4,534,Loyal
U005822,280,1,995.6500000000001,2,1,3,213,At Risk
U005823,471,1,149.63,1,1,1,111,Lost
U005824,475,2,924.97,1,3,3,133,Lost
U005825,121,4,5189.37,4,5,5,455,Champions
U005827,180,3,1838.6799999999998,3,4,4,344,Loyal
U005828,75,4,1784.64,4,5,4,454,Champions
U005829,313,1,1052.6000000000001,2,1,3,213,At Risk
U005830,104,4,1223.54,4,5,3,453,Loyal
U005832,457,2,1301.1,1,3,4,134,Lost
U005833,137,3,1023.99,4,4,3,443,Loyal
U005835,224,1,84.48,3,1,1,311,Potential
U005837,219,1,95.33,3,1,1,311,Potential
U005838,63,4,2151.57,5,5,4,554,Champions
U005839,145,1,846.61,4,1,3,413,Potential
U005840,102,1,37.4,4,1,1,411,Potential
U005841,324,3,3235.38,2,4,5,245,At Risk
U005843,50,1,393.96,5,1,2,512,Potential
U005844,570,2,487.03999999999996,1,3,2,132,Lost
U005845,506,4,3038.94,1,5,5,155,Lost
U005847,29,3,1199.07,5,4,3,543,Loyal
U005848,461,2,587.44,1,3,2,132,Lost
U005850,336,4,2658.37,2,5,5,255,At Risk
U005851,621,1,301.02,1,1,2,112,Lost
U005853,84,4,1584.42,4,5,4,454,Champions
U005854,38,3,1196.23,5,4,3,543,Loyal
U005855,591,3,254.26,1,4,1,141,Lost
U005856,9,2,769.6600000000001,5,3,3,533,Loyal
U005857,642,1,1979.71,1,1,4,114,Lost
U005858,93,2,1870.86,4,3,4,434,Loyal
U005859,320,2,274.56,2,3,1,231,At Risk
U005860,494,1,71.29,1,1,1,111,Lost
U005861,188,2,641.49,3,3,2,332,Loyal
U005862,431,1,264.09000000000003,1,1,1,111,Lost
U005863,163,7,1597.45,3,5,4,354,Loyal
U005865,331,2,276.91,2,3,2,232,At Risk
U005866,273,1,152.4,2,1,1,211,At Risk
U005868,170,3,3314.86,3,4,5,345,Loyal
U005869,260,3,3151.6400000000003,2,4,5,245,At Risk
U005870,611,1,16.86,1,1,1,111,Lost
U005871,298,2,591.37,2,3,2,232,At Risk
U005872,348,5,3777.56,2,5,5,255,At Risk
U005873,484,1,1700.35,1,1,4,114,Lost
U005874,463,1,22.25,1,1,1,111,Lost
U005875,643,1,403.18,1,1,2,112,Lost
U005876,99,2,2694.49,4,3,5,435,Loyal
U005877,645,4,526.7,1,5,2,152,Lost
U005878,48,4,1614.2,5,5,4,554,Champions
U005879,63,2,919.0,5,3,3,533,Loyal
U005880,609,2,3273.31,1,3,5,135,Lost
U005881,322,2,613.53,2,3,2,232,At Risk
U005884,72,3,674.03,4,4,3,443,Loyal
U005885,290,2,2155.7799999999997,2,3,4,234,At Risk
U005886,639,1,402.42999999999995,1,1,2,112,Lost
U005887,355,1,252.13,2,1,1,211,At Risk
U005888,513,1,22.01,1,1,1,111,Lost
U005889,516,2,629.99,1,3,2,132,Lost
U005890,231,2,1076.52,3,3,3,333,Loyal
U005891,44,4,4102.33,5,5,5,555,Champions
U005892,207,2,425.71000000000004,3,3,2,332,Loyal
U005893,665,1,1287.49,1,1,4,114,Lost
U005894,127,4,1796.33,4,5,4,454,Champions
U005896,298,2,911.33,2,3,3,233,At Risk
U005897,89,3,5153.24,4,4,5,445,Champions
U005899,115,4,515.24,4,5,2,452,Loyal
U005900,50,5,2063.19,5,5,4,554,Champions
U005901,276,3,520.0400000000001,2,4,2,242,At Risk
U005902,204,3,1010.44,3,4,3,343,Loyal
U005903,106,1,923.52,4,1,3,413,Potential
U005906,367,1,645.5,2,1,2,212,At Risk
U005907,179,3,1310.24,3,4,4,344,Loyal
U005908,305,1,570.37,2,1,2,212,At Risk
U005909,61,1,727.82,5,1,3,513,Potential
U005910,135,2,229.31,4,3,1,431,Loyal
U005912,308,1,26.26,2,1,1,211,At Risk
U005913,119,5,4068.52,4,5,5,455,Champions
U005914,8,7,2476.91,5,5,5,555,Champions
U005915,193,2,414.31,3,3,2,332,Loyal
U005916,274,3,1375.7,2,4,4,244,At Risk
U005917,183,3,2211.81,3,4,4,344,Loyal
U005918,397,1,4354.039999999999,2,1,5,215,At Risk
U005919,608,1,718.65,1,1,3,113,Lost
U005920,209,3,2134.71,3,4,4,344,Loyal
U005921,132,3,7471.96,4,4,5,445,Champions
U005922,379,2,2291.55,2,3,5,235,At Risk
U005923,19,3,898.45,5,4,3,543,Loyal
U005924,268,1,108.57,2,1,1,211,At Risk
U005925,294,2,2215.43,2,3,4,234,At Risk
U005926,590,1,89.92999999999999,1,1,1,111,Lost
U005927,529,1,484.84000000000003,1,1,2,112,Lost
U005928,100,2,1679.5800000000002,4,3,4,434,Loyal
U005929,101,4,3502.69,4,5,5,455,Champions
U005930,215,1,69.88,3,1,1,311,Potential
U005931,378,4,603.05,2,5,2,252,At Risk
U005932,380,1,16.619999999999997,2,1,1,211,At Risk
U005933,502,3,1432.13,1,4,4,144,Lost
U005934,161,1,364.15,3,1,2,312,Potential
U005935,14,2,1954.1299999999999,5,3,4,534,Loyal
U005936,195,5,432.06,3,5,2,352,Loyal
U005937,564,1,332.78,1,1,2,112,Lost
U005938,272,1,375.91,2,1,2,212,At Risk
U005940,159,2,374.04,3,3,2,332,Loyal
U005941,377,1,1290.86,2,1,4,214,At Risk
U005942,426,2,271.28999999999996,1,3,1,131,Lost
U005943,275,1,95.66000000000001,2,1,1,211,At Risk
U005944,191,1,63.98,3,1,1,311,Potential
U005945,145,2,733.41,4,3,3,433,Loyal
U005946,477,1,1604.92,1,1,4,114,Lost
U005948,275,2,813.44,2,3,3,233,At Risk
U005949,467,1,983.44,1,1,3,113,Lost
U005950,352,1,183.35,2,1,1,211,At Risk
U005951,357,2,486.48,2,3,2,232,At Risk
U005952,8,4,1849.1100000000001,5,5,4,554,Champions
U005953,568,1,1136.07,1,1,3,113,Lost
U005954,33,2,701.25,5,3,3,533,Loyal
U005955,31,6,2417.26,5,5,5,555,Champions
U005956,402,1,744.59,2,1,3,213,At Risk
U005957,307,2,99.13,2,3,1,231,At Risk
U005958,444,1,34.11,1,1,1,111,Lost
U005959,516,1,3226.11,1,1,5,115,Lost
U005960,38,3,910.56,5,4,3,543,Loyal
U005961,40,2,1236.85,5,3,3,533,Loyal
U005962,190,2,647.64,3,3,2,332,Loyal
U005963,482,2,363.44,1,3,2,132,Lost
U005964,87,3,968.0899999999999,4,4,3,443,Loyal
U005965,331,2,2425.65,2,3,5,235,At Risk
U005966,281,3,1405.46,2,4,4,244,At Risk
U005967,52,4,3988.32,5,5,5,555,Champions
U005968,292,4,1900.8300000000002,2,5,4,254,At Risk
U005969,19,3,454.21000000000004,5,4,2,542,Loyal
U005970,119,1,214.60999999999999,4,1,1,411,Potential
U005971,190,1,284.87,3,1,2,312,Potential
U005972,670,1,529.06,1,1,2,112,Lost
U005973,244,2,279.18,3,3,2,332,Loyal
U005975,182,3,676.49,3,4,3,343,Loyal
U005977,114,2,2448.77,4,3,5,435,Loyal
U005978,97,2,2041.2999999999997,4,3,4,434,Loyal
U005980,218,1,126.93,3,1,1,311,Potential
U005982,114,2,316.08000000000004,4,3,2,432,Loyal
U005983,602,1,475.8,1,1,2,112,Lost
U005984,64,2,1292.79,5,3,4,534,Loyal
U005985,109,1,368.11,4,1,2,412,Potential
U005986,361,2,1109.3200000000002,2,3,3,233,At Risk
U005987,15,3,3561.73,5,4,5,545,Champions
U005988,157,2,499.07,3,3,2,332,Loyal
U005989,152,2,600.46,3,3,2,332,Loyal
U005990,606,1,357.41,1,1,2,112,Lost
U005992,2,4,1015.23,5,5,3,553,Loyal
U005993,61,1,231.84,5,1,1,511,Potential
U005994,351,1,394.37,2,1,2,212,At Risk
U005995,138,3,2104.0,4,4,4,444,Champions
U005996,461,2,508.58,1,3,2,132,Lost
U005997,301,4,1291.42,2,5,4,254,At Risk
U005999,41,3,2364.96,5,4,5,545,Champions
U006000,29,5,3386.15,5,5,5,555,Champions
U006001,112,1,1552.0,4,1,4,414,Potential
U006002,291,2,425.29,2,3,2,232,At Risk
U006003,119,3,436.18,4,4,2,442,Loyal
U006004,456,2,473.10999999999996,1,3,2,132,Lost
U006005,89,4,5934.21,4,5,5,455,Champions
U006006,175,2,602.8699999999999,3,3,2,332,Loyal
U006007,477,2,104.09,1,3,1,131,Lost
U006008,82,1,70.32,4,1,1,411,Potential
U006009,481,2,462.07,1,3,2,132,Lost
U006010,654,1,83.41,1,1,1,111,Lost
U006011,31,4,1663.48,5,5,4,554,Champions
U006012,674,1,393.93,1,1,2,112,Lost
U006013,650,1,202.62,1,1,1,111,Lost
U006015,55,3,694.86,5,4,3,543,Loyal
U006016,208,1,404.71999999999997,3,1,2,312,Potential
U006017,451,3,725.57,1,4,3,143,Lost
U006018,88,3,1317.37,4,4,4,444,Champions
U006019,620,1,344.62,1,1,2,112,Lost
U006020,319,2,80.28,2,3,1,231,At Risk
U006022,31,3,1319.65,5,4,4,544,Champions
U006023,667,1,375.37,1,1,2,112,Lost
U006024,621,1,801.5999999999999,1,1,3,113,Lost
U006025,529,1,128.53,1,1,1,111,Lost
U006026,548,3,2781.33,1,4,5,145,Lost
U006027,224,2,882.87,3,3,3,333,Loyal
U006028,22,3,2433.96,5,4,5,545,Champions
U006029,251,1,513.39,3,1,2,312,Potential
U006030,15,2,550.64,5,3,2,532,Loyal
U006031,116,3,1597.05,4,4,4,444,Champions
U006032,394,3,1264.1100000000001,2,4,4,244,At Risk
U006033,160,2,3784.29,3,3,5,335,Loyal
U006034,85,1,255.21,4,1,1,411,Potential
U006035,196,2,1300.71,3,3,4,334,Loyal
U006036,234,2,860.81,3,3,3,333,Loyal
U006037,137,5,2801.59,4,5,5,455,Champions
U006038,21,6,2303.47,5,5,5,555,Champions
U006039,99,3,970.2,4,4,3,443,Loyal
U006043,219,2,750.19,3,3,3,333,Loyal
U006044,384,1,615.9,2,1,2,212,At Risk
U006045,175,4,1375.1,3,5,4,354,Loyal
U006047,144,2,1294.35,4,3,4,434,Loyal
U006048,37,5,2518.46,5,5,5,555,Champions
U006049,369,2,3862.5400000000004,2,3,5,235,At Risk
U006050,136,3,2211.46,4,4,4,444,Champions
U006051,47,2,2148.42,5,3,4,534,Loyal
U006052,91,1,99.54,4,1,1,411,Potential
U006053,314,1,265.37,2,1,1,211,At Risk
U006054,584,1,26.21,1,1,1,111,Lost
U006055,341,2,694.8399999999999,2,3,3,233,At Risk
U006057,0,2,48.739999999999995,5,3,1,531,Loyal
U006058,29,3,2024.8600000000001,5,4,4,544,Champions
U006060,94,3,710.58,4,4,3,443,Loyal
U006062,253,2,972.5799999999999,2,3,3,233,At Risk
U006064,491,1,311.35,1,1,2,112,Lost
U006065,240,2,629.2,3,3,2,332,Loyal
U006066,77,2,61.05,4,3,1,431,Loyal
U006067,68,4,2662.5299999999997,4,5,5,455,Champions
U006068,260,2,1452.77,2,3,4,234,At Risk
U006069,146,1,69.5,4,1,1,411,Potential
U006071,524,2,71.44,1,3,1,131,Lost
U006072,398,4,4762.24,2,5,5,255,At Risk
U006073,374,2,3266.11,2,3,5,235,At Risk
U006074,359,1,888.9,2,1,3,213,At Risk
U006075,95,5,1284.6399999999999,4,5,4,454,Champions
U006076,53,2,2767.37,5,3,5,535,Loyal
U006077,86,2,682.25,4,3,3,433,Loyal
U006078,68,3,1142.31,4,4,3,443,Loyal
U006079,439,2,179.7,1,3,1,131,Lost
U006080,38,2,1425.26,5,3,4,534,Loyal
U006081,16,2,214.07,5,3,1,531,Loyal
U006082,586,1,264.33000000000004,1,1,1,111,Lost
U006083,436,1,231.26,1,1,1,111,Lost
U006085,43,4,3204.4,5,5,5,555,Champions
U006086,298,3,2332.75,2,4,5,245,At Risk
U006087,76,4,2451.57,4,5,5,455,Champions
U006088,579,1,2013.19,1,1,4,114,Lost
U006089,215,2,113.13000000000001,3,3,1,331,Loyal
U006090,342,4,1007.0400000000001,2,5,3,253,At Risk
U006091,435,2,278.59000000000003,1,3,2,132,Lost
U006092,344,2,4153.71,2,3,5,235,At Risk
U006093,21,2,3945.52,5,3,5,535,Loyal
U006094,161,1,801.37,3,1,3,313,Potential
U006096,377,5,5671.9800000000005,2,5,5,255,At Risk
U006097,168,4,4668.38,3,5,5,355,Loyal
U006099,224,4,3947.02,3,5,5,355,Loyal
U006100,16,6,739.99,5,5,3,553,Loyal
U006101,71,2,885.9000000000001,4,3,3,433,Loyal
U006102,14,3,2155.02,5,4,4,544,Champions
U006103,85,4,3013.34,4,5,5,455,Champions
U006104,55,5,3579.8199999999997,5,5,5,555,Champions
U006105,19,4,1409.9199999999998,5,5,4,554,Champions
U006106,486,2,1606.75,1,3,4,134,Lost
U006107,132,1,155.25,4,1,1,411,Potential
U006108,476,2,1693.1599999999999,1,3,4,134,Lost
U006110,169,2,177.31,3,3,1,331,Loyal
U006111,476,1,112.71,1,1,1,111,Lost
U006113,187,1,1395.25,3,1,4,314,Potential
U006115,103,1,334.11,4,1,2,412,Potential
U006116,39,1,63.35,5,1,1,511,Potential
U006117,18,4,1057.6399999999999,5,5,3,553,Loyal
U006119,401,2,652.18,2,3,2,232,At Risk
U006121,474,1,1685.35,1,1,4,114,Lost
U006122,386,2,714.08,2,3,3,233,At Risk
U006124,20,5,5731.79,5,5,5,555,Champions
U006125,72,3,278.78000000000003,4,4,2,442,Loyal
U006126,12,3,2308.39,5,4,5,545,Champions
U006127,171,3,713.0799999999999,3,4,3,343,Loyal
U006128,22,7,6238.3,5,5,5,555,Champions
U006129,201,2,634.87,3,3,2,332,Loyal
U006130,403,2,1723.24,2,3,4,234,At Risk
U006131,130,3,999.33,4,4,3,443,Loyal
U006132,33,2,220.27999999999997,5,3,1,531,Loyal
U006133,461,3,1591.18,1,4,4,144,Lost
U006134,415,1,66.45,1,1,1,111,Lost
U006135,624,1,1536.3200000000002,1,1,4,114,Lost
U006136,489,1,225.5,1,1,1,111,Lost
U006137,65,2,635.0500000000001,5,3,2,532,Loyal
U006138,495,1,313.84000000000003,1,1,2,112,Lost
U006139,459,1,677.07,1,1,3,113,Lost
U006140,108,3,2116.73,4,4,4,444,Champions
U006141,150,1,1561.41,3,1,4,314,Potential
U006142,317,2,733.78,2,3,3,233,At Risk
U006143,114,2,166.24,4,3,1,431,Loyal
U006144,184,2,80.0,3,3,1,331,Loyal
U006145,200,2,2510.44,3,3,5,335,Loyal
U006146,291,1,40.03,2,1,1,211,At Risk
U006147,354,4,3445.05,2,5,5,255,At Risk
U006149,247,3,1476.07,3,4,4,344,Loyal
U006150,352,3,2740.05,2,4,5,245,At Risk
U006151,137,1,27.84,4,1,1,411,Potential
U006152,5,2,2221.34,5,3,4,534,Loyal
U006153,81,2,481.44,4,3,2,432,Loyal
U006154,459,1,955.71,1,1,3,113,Lost
U006155,24,1,581.5799999999999,5,1,2,512,Potential
U006156,186,1,65.0,3,1,1,311,Potential
U006157,169,2,2194.61,3,3,4,334,Loyal
U006158,278,1,347.36,2,1,2,212,At Risk
U006159,7,6,2433.25,5,5,5,555,Champions
U006160,176,4,1626.19,3,5,4,354,Loyal
U006161,595,1,394.21000000000004,1,1,2,112,Lost
U006162,185,1,38.839999999999996,3,1,1,311,Potential
U006164,619,1,119.47999999999999,1,1,1,111,Lost
U006165,31,6,4925.02,5,5,5,555,Champions
U006166,227,5,3585.8700000000003,3,5,5,355,Loyal
U006167,2,3,1490.96,5,4,4,544,Champions
U006168,48,3,3429.41,5,4,5,545,Champions
U006169,32,2,967.78,5,3,3,533,Loyal
U006170,225,2,1486.19,3,3,4,334,Loyal
U006171,118,2,304.98,4,3,2,432,Loyal
U006173,5,5,2509.16,5,5,5,555,Champions
U006174,31,2,1179.3300000000002,5,3,3,533,Loyal
U006175,303,2,631.88,2,3,2,232,At Risk
U006176,38,2,817.28,5,3,3,533,Loyal
U006177,64,3,963.89,5,4,3,543,Loyal
U006178,411,1,488.59,1,1,2,112,Lost
U006179,491,2,740.6700000000001,1,3,3,133,Lost
U006180,167,5,2115.08,3,5,4,354,Loyal
U006181,337,4,1461.2,2,5,4,254,At Risk
U006182,202,5,4456.85,3,5,5,355,Loyal
U006183,13,2,3818.6299999999997,5,3,5,535,Loyal
U006184,162,1,705.88,3,1,3,313,Potential
U006185,349,2,373.29,2,3,2,232,At Risk
U006186,23,4,1690.6,5,5,4,554,Champions
U006188,324,1,472.13,2,1,2,212,At Risk
U006189,394,2,2447.2000000000003,2,3,5,235,At Risk
U006190,161,3,691.2,3,4,3,343,Loyal
U006191,237,4,1946.63,3,5,4,354,Loyal
U006192,682,1,97.47,1,1,1,111,Lost
U006193,160,2,319.15999999999997,3,3,2,332,Loyal
U006194,563,1,142.13,1,1,1,111,Lost
U006195,57,2,876.4200000000001,5,3,3,533,Loyal
U006196,152,4,2355.4900000000002,3,5,5,355,Loyal
U006197,580,1,742.01,1,1,3,113,Lost
U006199,86,2,192.85,4,3,1,431,Loyal
U006200,59,1,70.8,5,1,1,511,Potential
U006201,71,2,532.26,4,3,2,432,Loyal
U006202,216,1,644.73,3,1,2,312,Potential
U006203,562,3,877.96,1,4,3,143,Lost
U006205,331,1,104.12,2,1,1,211,At Risk
U006206,182,3,5771.62,3,4,5,345,Loyal
U006207,564,1,84.13,1,1,1,111,Lost
U006208,355,2,4421.2300000000005,2,3,5,235,At Risk
U006209,121,2,777.0,4,3,3,433,Loyal
U006210,59,4,3386.4300000000003,5,5,5,555,Champions
U006211,274,2,660.57,2,3,2,232,At Risk
U006212,499,1,271.71,1,1,1,111,Lost
U006214,3,2,1288.25,5,3,4,534,Loyal
U006215,510,2,3142.2299999999996,1,3,5,135,Lost
U006216,285,3,1586.67,2,4,4,244,At Risk
U006217,385,1,475.53,2,1,2,212,At Risk
U006218,326,3,734.28,2,4,3,243,At Risk
U006219,254,1,5.84,2,1,1,211,At Risk
U006220,168,2,514.34,3,3,2,332,Loyal
U006221,430,2,3460.99,1,3,5,135,Lost
U006222,113,5,3457.09,4,5,5,455,Champions
U006225,32,3,485.90999999999997,5,4,2,542,Loyal
U006226,179,1,2477.86,3,1,5,315,Potential
U006228,627,2,1515.48,1,3,4,134,Lost
U006229,88,4,2770.3900000000003,4,5,5,455,Champions
U006230,84,4,617.2,4,5,2,452,Loyal
U006231,100,2,9486.29,4,3,5,435,Loyal
U006232,73,1,170.22,4,1,1,411,Potential
U006233,340,3,11234.22,2,4,5,245,At Risk
U006234,582,1,591.68,1,2,2,122,Lost
U006235,9,4,4369.32,5,5,5,555,Champions
U006236,326,2,983.5799999999999,2,3,3,233,At Risk
U006237,176,4,639.95,3,5,2,352,Loyal
U006238,21,2,672.25,5,3,3,533,Loyal
U006240,26,4,938.04,5,5,3,553,Loyal
U006241,85,3,2627.02,4,4,5,445,Champions
U006242,53,5,2731.9500000000003,5,5,5,555,Champions
U006243,75,2,1593.04,4,3,4,434,Loyal
U006244,236,3,435.92999999999995,3,4,2,342,Loyal
U006246,135,3,2366.78,4,4,5,445,Champions
U006247,146,5,3530.3199999999997,4,5,5,455,Champions
U006249,294,3,1031.17,2,4,3,243,At Risk
U006250,15,3,360.46000000000004,5,4,2,542,Loyal
U006252,438,2,2831.8599999999997,1,3,5,135,Lost
U006253,389,2,211.72,2,3,1,231,At Risk
U006255,88,5,2640.57,4,5,5,455,Champions
U006256,166,3,574.24,3,4,2,342,Loyal
U006257,171,4,4976.48,3,5,5,355,Loyal
U006258,194,2,105.3,3,3,1,331,Loyal
U006259,68,1,52.54,4,2,1,421,Potential
U006260,19,3,460.02,5,4,2,542,Loyal
U006261,11,2,307.18,5,3,2,532,Loyal
U006262,512,1,58.1,1,2,1,121,Lost
U006263,192,2,336.43,3,3,2,332,Loyal
U006265,479,3,585.39,1,4,2,142,Lost
U006267,358,3,2640.35,2,4,5,245,At Risk
U006268,90,4,3481.25,4,5,5,455,Champions
U006269,232,2,3054.01,3,3,5,335,Loyal
U006270,9,1,1247.67,5,2,3,523,Potential
U006271,56,1,204.76,5,2,1,521,Potential
U006272,13,5,1946.5,5,5,4,554,Champions
U006273,592,2,2701.44,1,3,5,135,Lost
U006274,136,5,1821.5,4,5,4,454,Champions
U006275,366,1,49.59,2,2,1,221,At Risk
U006276,102,2,383.59999999999997,4,3,2,432,Loyal
U006277,231,3,2132.25,3,4,4,344,Loyal
U006278,58,2,528.95,5,3,2,532,Loyal
U006279,141,1,224.44,4,2,1,421,Potential
U006280,154,3,802.06,3,4,3,343,Loyal
U006281,82,3,1944.82,4,4,4,444,Champions
U006282,122,1,875.51,4,2,3,423,Potential
U006283,358,1,110.42,2,2,1,221,At Risk
U006284,16,3,2547.01,5,4,5,545,Champions
U006285,76,2,886.6700000000001,4,3,3,433,Loyal
U006286,292,1,343.78,2,2,2,222,At Risk
U006287,129,2,1334.1799999999998,4,3,4,434,Loyal
U006290,15,2,1735.43,5,3,4,534,Loyal
U006291,144,2,1364.71,4,3,4,434,Loyal
U006293,635,1,55.25,1,2,1,121,Lost
U006294,231,3,2104.23,3,4,4,344,Loyal
U006295,456,1,4106.99,1,2,5,125,Lost
U006296,194,3,4471.45,3,4,5,345,Loyal
U006297,326,1,290.73,2,2,2,222,At Risk
U006298,101,2,484.76,4,3,2,432,Loyal
U006299,262,5,1351.67,2,5,4,254,At Risk
U006300,36,1,1174.48,5,2,3,523,Potential
U006301,204,1,297.78,3,2,2,322,Potential
U006302,367,4,2165.54,2,5,4,254,At Risk
U006304,187,3,317.1,3,4,2,342,Loyal
U006305,191,1,82.98,3,2,1,321,Potential
U006306,97,3,1414.33,4,4,4,444,Champions
U006307,487,1,359.66,1,2,2,122,Lost
U006308,243,3,875.55,3,4,3,343,Loyal
U006309,121,3,1476.72,4,4,4,444,Champions
U006310,199,8,4242.41,3,5,5,355,Loyal
U006311,187,3,5489.5,3,4,5,345,Loyal
U006312,450,2,304.25,1,3,2,132,Lost
U006313,209,5,1660.21,3,5,4,354,Loyal
U006314,244,1,2212.5,3,2,4,324,Potential
U006315,180,1,315.58,3,2,2,322,Potential
U006316,342,1,90.37,2,2,1,221,At Risk
U006318,66,6,5694.78,5,5,5,555,Champions
U006319,189,5,1965.04,3,5,4,354,Loyal
U006321,38,3,2356.7200000000003,5,4,5,545,Champions
U006322,65,1,1675.3700000000001,5,2,4,524,Potential
U006323,33,4,1183.01,5,5,3,553,Loyal
U006324,240,2,663.1,3,3,2,332,Loyal
U006325,606,1,593.58,1,2,2,122,Lost
U006326,142,1,451.45000000000005,4,2,2,422,Potential
U006328,158,4,3186.22,3,5,5,355,Loyal
U006330,68,3,562.54,4,4,2,442,Loyal
U006333,224,4,2626.8199999999997,3,5,5,355,Loyal
