CustomerID,Recency,Frequency,Monetary
U005003,233.0,2,139.93
U005005,114.0,1,352.75
U005007,-267.0,3,714.43
U005008,-268.0,3,671.05
U005009,222.0,2,461.17
U005010,-284.0,1,144.55
U005011,-25.0,2,1367.05
U005013,50.0,2,840.02
U005014,-189.0,2,3076.23
U005015,-115.0,1,1008.82
U005016,-179.0,2,296.13
U005018,5.0,1,466.25
U005019,-116.0,1,938.93
U005020,-84.0,1,2727.16
U005021,308.0,4,1168.19
U005022,247.0,2,554.23
U005023,102.0,3,5083.8
U005025,-27.0,4,2465.17
U005026,225.0,3,984.27
U005028,154.0,2,3169.26
U005029,24.0,2,1282.31
U005030,-241.0,1,406.31
U005032,309.0,2,2256.55
U005033,1.0,3,669.85
U005034,-8.0,1,156.85
U005035,-188.0,2,367.98
U005036,165.0,1,427.63
U005038,307.0,1,363.71
U005039,-209.0,2,4283.21
U005040,-186.0,1,562.84
U005041,-204.0,1,297.56
U005042,61.0,3,526.04
U005044,187.0,2,1037.03
U005045,251.0,4,2058.9
U005046,-6.0,1,196.49
U005048,127.0,2,335.83
U005049,131.0,3,862.55
U005050,133.0,2,404.94
U005052,-83.0,3,678.07
U005053,-197.0,1,1039.16
U005054,-243.0,2,293.12
U005057,89.0,1,701.36
U005058,-169.0,4,2946.0
U005059,-56.0,3,1830.99
U005060,-114.0,4,1253.24
U005061,124.0,3,1194.71
U005062,-228.0,2,1240.62
U005063,-216.0,2,813.1
U005065,79.0,1,1316.47
U005066,-270.0,1,46.36
U005067,126.0,2,1789.28
U005071,299.0,3,1258.3
U005072,-87.0,3,2840.3
U005073,-173.0,2,1012.39
U005076,-181.0,3,362.24
U005077,215.0,3,4083.08
U005078,-34.0,2,452.67
U005079,49.0,3,568.34
U005080,154.0,2,1638.39
U005082,39.0,4,5331.38
U005084,126.0,5,2683.37
U005085,1.0,2,918.42
U005086,-134.0,1,195.93
U005087,6.0,7,4878.87
U005088,-244.0,1,280.51
U005089,81.0,1,18.89
U005091,255.0,1,52.14
U005092,-262.0,3,1176.81
U005093,245.0,3,618.81
U005094,231.0,2,2815.42
U005095,133.0,2,315.34
U005096,-181.0,7,5381.28
U005097,-130.0,1,721.75
U005098,-22.0,2,3855.78
U005099,340.0,3,2837.7
U005100,-146.0,2,1076.86
U005101,-141.0,3,517.62
U005103,95.0,4,1287.94
U005104,247.0,1,128.9
U005105,34.0,4,3275.68
U005106,76.0,2,1779.9
U005107,219.0,3,2761.55
U005108,-281.0,1,348.96
U005109,310.0,3,829.39
U005111,250.0,2,1001.23
U005112,-138.0,2,921.89
U005113,-267.0,1,1885.2
U005114,-122.0,1,30.59
U005115,254.0,1,200.59
U005117,227.0,5,2465.97
U005118,-243.0,2,1390.38
U005119,-134.0,1,165.4
U005121,-78.0,1,32.02
U005122,74.0,1,207.45
U005123,-286.0,2,233.28
U005124,188.0,4,1820.94
U005125,194.0,2,2824.11
U005126,-4.0,1,1656.18
U005127,0.0,2,4639.64
U005128,-303.0,4,1508.72
U005130,47.0,1,129.2
U005131,73.0,3,939.8
U005132,-119.0,5,1691.69
U005135,-60.0,1,1001.17
U005136,-301.0,4,2954.8
U005138,-59.0,2,426.47
U005139,202.0,1,271.14
U005141,356.0,1,22.36
U005142,358.0,1,308.97
U005143,153.0,1,136.05
U005146,153.0,4,2461.24
U005148,294.0,3,1688.57
U005149,321.0,1,210.15
U005150,218.0,3,1130.72
U005151,125.0,6,5394.52
U005152,-181.0,2,875.79
U005153,153.0,3,4341.62
U005154,163.0,3,1306.29
U005155,32.0,7,2258.3
U005156,336.0,4,4765.16
U005157,-315.0,2,434.97
U005158,-26.0,2,565.89
U005160,64.0,2,627.38
U005161,-25.0,5,1051.65
U005162,-245.0,1,312.58
U005163,-55.0,2,3218.55
U005164,127.0,5,3499.02
U005165,351.0,2,664.62
U005167,-218.0,1,521.85
U005168,321.0,1,68.39
U005169,296.0,1,5156.63
U005170,-304.0,3,4033.35
U005171,-59.0,6,2529.13
U005173,61.0,6,3413.68
U005174,-158.0,1,1413.59
U005175,-224.0,1,237.02
U005176,-88.0,3,1750.3
U005177,66.0,2,1815.96
U005178,246.0,3,1018.58
U005179,-207.0,2,2036.38
U005180,70.0,4,5171.03
U005181,93.0,1,264.32
U005183,3.0,4,1500.55
U005185,-271.0,2,1853.71
U005187,96.0,4,3194.62
U005189,341.0,3,2500.2
U005190,-114.0,3,444.11
U005191,221.0,5,2762.08
U005192,-238.0,3,1023.67
U005193,-58.0,3,956.18
U005194,23.0,2,2592.85
U005195,249.0,4,1161.94
U005196,-169.0,1,138.5
U005197,-93.0,2,1021.75
U005198,-296.0,2,2523.05
U005199,31.0,1,565.02
U005200,115.0,1,237.83
U005201,160.0,2,5779.92
U005202,-92.0,1,103.54
U005203,42.0,2,305.11
U005204,243.0,1,135.76
U005205,69.0,1,559.7
U005206,282.0,2,1334.51
U005207,156.0,2,1945.22
U005208,117.0,1,94.71
U005209,38.0,2,1484.7
U005210,-291.0,1,1373.18
U005211,-217.0,1,43.4
U005212,70.0,1,147.17
U005213,361.0,1,63.33
U005214,-185.0,1,1647.99
U005215,52.0,2,296.62
U005217,-135.0,3,1419.42
U005218,250.0,3,3160.19
U005219,-243.0,1,256.56
U005220,-146.0,2,1249.37
U005221,5.0,3,762.16
U005222,300.0,1,443.67
U005224,14.0,2,1914.85
U005225,190.0,2,773.92
U005226,228.0,3,3949.87
U005227,-116.0,3,1488.3
U005228,35.0,1,224.74
U005229,68.0,3,1055.3
U005230,76.0,2,1718.79
U005231,-179.0,2,162.89
U005232,-281.0,1,263.31
U005233,-179.0,2,1252.5
U005234,174.0,1,767.1
U005237,-221.0,3,3275.36
U005238,133.0,1,1029.54
U005240,297.0,1,4103.49
U005241,12.0,2,688.32
U005242,-43.0,2,212.39
U005243,-241.0,2,2451.63
U005244,-97.0,2,941.57
U005246,-104.0,1,406.79
U005247,68.0,1,1170.57
U005248,-83.0,1,503.48
U005249,144.0,2,2446.62
U005250,70.0,2,1134.79
U005252,-278.0,1,36.53
U005253,319.0,1,28.77
U005254,128.0,1,46.59
U005255,-224.0,3,646.15
U005256,-164.0,3,3703.03
U005257,129.0,2,1182.66
U005258,246.0,1,198.59
U005259,135.0,3,993.26
U005260,261.0,1,81.44
U005261,173.0,2,307.96
U005262,-39.0,1,1457.42
U005263,-206.0,3,4546.55
U005265,63.0,4,2499.46
U005266,101.0,1,53.8
U005267,-303.0,2,1377.83
U005268,96.0,2,402.39
U005269,341.0,4,6348.23
U005270,-217.0,2,182.38
U005271,-118.0,3,1739.71
U005272,-221.0,2,520.91
U005273,-282.0,1,3938.88
U005274,201.0,2,381.13
U005275,-244.0,1,492.64
U005276,66.0,6,2640.9
U005277,-164.0,3,1207.84
U005278,160.0,2,992.13
U005279,-149.0,4,8906.97
U005280,-318.0,3,5464.91
U005281,344.0,2,529.47
U005282,178.0,1,427.08
U005284,32.0,4,2066.45
U005285,-2.0,1,63.48
U005287,-79.0,1,3245.4
U005288,-119.0,4,513.5
U005289,40.0,1,236.97
U005291,234.0,1,2224.26
U005292,-86.0,1,50.47
U005294,-197.0,1,581.64
U005295,85.0,2,541.91
U005296,199.0,1,159.29
U005297,209.0,1,209.17
U005300,93.0,5,4517.62
U005301,-172.0,2,97.0
U005302,-77.0,2,1006.7
U005303,-191.0,1,3073.26
U005304,0.0,4,2944.63
U005305,-128.0,1,3.45
U005306,194.0,3,1648.44
U005307,129.0,2,177.49
U005308,-180.0,3,1317.25
U005309,40.0,2,1229.24
U005310,-85.0,2,128.82
U005311,283.0,2,276.61
U005312,-195.0,1,570.57
U005313,246.0,3,1022.1
U005314,-298.0,4,2200.98
U005317,188.0,4,1364.36
U005318,-49.0,2,1111.51
U005319,-201.0,1,160.03
U005320,-74.0,4,835.46
U005321,101.0,2,1561.01
U005322,-144.0,2,1329.34
U005323,-301.0,4,2009.14
U005324,321.0,3,2906.09
U005325,338.0,3,2164.48
U005326,-240.0,3,542.75
U005327,148.0,1,22.53
U005328,221.0,3,614.29
U005329,64.0,2,312.06
U005330,-243.0,3,3499.26
U005331,144.0,1,61.62
U005332,-231.0,3,597.96
U005333,-144.0,1,75.5
U005334,17.0,4,1236.84
U005335,306.0,2,951.02
U005336,-116.0,1,56.1
U005337,-164.0,1,626.98
U005338,-76.0,4,2705.53
U005339,258.0,1,1133.6
U005340,-126.0,1,40.72
U005341,2.0,3,231.21
U005342,248.0,3,618.83
U005343,52.0,2,821.38
U005346,284.0,4,541.58
U005347,288.0,2,822.55
U005348,276.0,3,2368.28
U005349,268.0,1,2199.33
U005350,-151.0,3,330.23
U005352,-233.0,1,370.35
U005353,-179.0,4,1900.77
U005354,-296.0,2,1027.36
U005355,-266.0,2,778.34
U005357,-317.0,2,1448.5
U005358,-119.0,3,1690.5
U005359,-218.0,1,112.03
U005361,-235.0,2,877.26
U005362,-265.0,2,733.03
U005364,286.0,2,148.87
U005365,158.0,1,3060.97
U005366,160.0,2,1284.51
U005367,65.0,2,127.65
U005368,143.0,2,766.34
U005369,265.0,3,1798.49
U005370,-174.0,2,3403.34
U005371,329.0,1,9.74
U005372,-172.0,2,528.59
U005373,-31.0,6,3021.27
U005374,295.0,1,251.12
U005375,224.0,4,2023.76
U005376,257.0,5,5324.0
U005378,63.0,3,3598.21
U005379,-237.0,1,1645.55
U005380,-45.0,1,2312.07
U005381,159.0,2,1654.83
U005382,-255.0,1,177.94
U005383,-79.0,4,590.05
U005384,-318.0,1,1177.5
U005385,-51.0,4,3222.55
U005386,185.0,6,2138.65
U005387,-141.0,2,515.78
U005389,218.0,1,1849.04
U005390,-86.0,3,2007.95
U005391,187.0,3,315.07
U005392,167.0,2,108.76
U005394,-282.0,3,394.53
U005395,-147.0,1,1075.03
U005397,-193.0,2,549.99
U005398,-211.0,2,352.4
U005399,-59.0,2,268.49
U005400,350.0,1,181.14
U005401,-57.0,5,3152.41
U005402,-302.0,2,342.22
U005403,339.0,2,1917.18
U005404,-188.0,1,409.49
U005405,248.0,3,1850.06
U005406,-119.0,3,563.27
U005407,46.0,2,611.1
U005408,158.0,2,963.85
U005409,329.0,1,799.91
U005410,340.0,1,19.14
U005411,14.0,1,1500.87
U005412,-293.0,3,4070.83
U005413,278.0,3,848.83
U005414,214.0,1,51.94
U005415,214.0,3,842.03
U005417,-130.0,2,1426.6
U005419,-8.0,1,8.24
U005420,307.0,4,2555.39
U005421,-253.0,2,597.91
U005422,94.0,2,1532.22
U005423,245.0,4,2245.54
U005424,355.0,1,533.52
U005425,71.0,2,753.2
U005426,254.0,4,3163.97
U005427,10.0,3,1069.92
U005428,-294.0,3,2401.19
U005429,-166.0,2,834.53
U005430,85.0,1,99.54
U005431,-109.0,3,970.22
U005432,160.0,1,444.99
U005433,-12.0,2,812.43
U005434,-38.0,1,265.37
U005435,41.0,3,1964.21
U005436,306.0,3,1634.91
U005437,-43.0,4,3032.9
U005439,-16.0,2,368.1
U005440,-181.0,3,1673.51
U005441,184.0,6,1813.86
U005442,-55.0,1,28.52
U005443,35.0,4,1886.09
U005444,-180.0,3,4446.67
U005445,349.0,2,2393.1
U005446,122.0,5,1310.51
U005447,-220.0,1,669.28
U005448,-241.0,2,168.27
U005449,-202.0,1,40.03
U005450,229.0,2,4099.01
U005451,-20.0,3,1273.54
U005452,-239.0,2,1211.27
U005453,50.0,1,470.38
U005454,-296.0,3,718.26
U005455,156.0,5,1109.06
U005458,-169.0,2,151.2
U005460,283.0,2,372.44
U005461,62.0,2,3911.97
U005462,344.0,1,894.8
U005463,64.0,3,760.15
U005464,-9.0,1,20.84
U005465,13.0,1,159.73
U005466,-261.0,3,168.64
U005468,-119.0,2,589.97
U005469,-255.0,1,204.78
U005470,260.0,1,362.98
U005471,-54.0,2,1193.59
U005473,-20.0,3,3237.67
U005474,36.0,3,2246.28
U005475,73.0,3,686.62
U005476,-74.0,2,152.44
U005477,-88.0,1,600.89
U005478,205.0,2,345.48
U005481,34.0,5,2586.23
U005482,-44.0,2,1182.33
U005484,-273.0,2,1149.79
U005485,52.0,2,637.63
U005486,-120.0,2,4910.99
U005487,14.0,1,134.5
U005488,311.0,3,937.85
U005489,-107.0,3,1874.47
U005490,-181.0,1,45.55
U005491,-123.0,1,194.32
U005492,-202.0,4,3472.99
U005493,56.0,1,582.9
U005494,125.0,2,1159.84
U005496,62.0,4,2792.84
U005497,229.0,1,1685.12
U005498,-229.0,1,662.39
U005499,-202.0,3,1225.66
U005500,306.0,3,903.81
U005502,136.0,3,938.0
U005503,-269.0,1,295.59
U005504,-29.0,3,1989.62
U005505,-56.0,6,4739.71
U005506,98.0,1,71.91
U005507,37.0,3,759.24
U005509,-123.0,1,324.6
U005510,-200.0,1,110.55
U005511,-208.0,2,117.98
U005512,266.0,1,37.9
U005513,-318.0,2,1405.99
U005514,342.0,3,1743.64
U005515,144.0,2,1248.0
U005516,246.0,4,1442.58
U005517,275.0,6,3479.11
U005518,187.0,2,902.28
U005520,46.0,1,621.82
U005521,-163.0,1,167.52
U005522,-29.0,1,104.04
U005523,-267.0,3,1337.79
U005524,-22.0,5,2601.41
U005525,27.0,1,679.29
U005526,-57.0,3,905.3
U005527,-126.0,1,292.26
U005528,-210.0,3,1514.0
U005529,-211.0,5,2999.23
U005530,-298.0,6,3986.18
U005531,-119.0,2,2019.21
U005532,-29.0,1,957.42
U005533,164.0,1,67.41
U005534,197.0,1,846.61
U005535,-318.0,3,1011.91
U005536,-81.0,3,3464.98
U005537,-206.0,4,1785.71
U005538,-205.0,4,299.1
U005539,-168.0,2,70.6
U005540,279.0,2,52.84
U005541,66.0,2,3505.86
U005542,-159.0,2,1862.08
U005543,311.0,1,215.65
U005544,131.0,4,1214.12
U005545,19.0,2,268.6
U005546,-72.0,3,1041.97
U005547,236.0,1,572.11
U005548,-240.0,1,236.97
U005549,155.0,1,1900.11
U005550,236.0,2,292.95
U005551,35.0,2,871.77
U005552,316.0,2,1826.61
U005553,277.0,5,4266.46
U005554,-207.0,5,3342.67
U005555,133.0,2,2091.85
U005556,343.0,3,1634.65
U005557,342.0,3,553.71
U005558,346.0,1,646.8
U005559,311.0,1,172.94
U005560,154.0,4,361.07
U005561,303.0,1,97.91
U005562,127.0,2,1984.33
U005563,184.0,2,1045.89
U005564,252.0,2,2705.67
U005565,-267.0,3,1911.43
U005566,281.0,3,363.35
U005567,-134.0,2,3327.01
U005568,221.0,2,5833.02
U005569,68.0,2,1030.72
U005570,249.0,2,438.23
U005571,155.0,2,4304.2
U005572,-257.0,1,1152.19
U005573,227.0,4,3224.79
U005575,351.0,2,2579.24
U005576,283.0,3,4214.26
U005577,-264.0,7,6211.9
U005578,-175.0,1,139.37
U005579,-268.0,1,56.18
U005581,256.0,2,935.27
U005583,-155.0,1,159.72
U005584,16.0,3,1490.85
U005585,100.0,4,905.87
U005586,-307.0,2,799.84
U005587,207.0,2,1176.07
U005588,23.0,1,1078.4
U005589,296.0,1,1148.52
U005590,97.0,3,2905.57
U005591,-204.0,1,143.9
U005592,209.0,2,2177.9
U005593,-236.0,1,734.83
U005594,130.0,1,2643.46
U005595,10.0,1,190.22
U005596,224.0,1,1845.14
U005597,186.0,4,2157.29
U005598,-47.0,3,2804.38
U005599,239.0,2,933.85
U005600,260.0,3,1967.66
U005601,128.0,2,645.11
U005602,195.0,4,3283.45
U005603,-110.0,2,3247.85
U005605,122.0,1,369.7
U005606,-89.0,4,2207.8
U005607,264.0,1,148.55
U005608,344.0,3,3509.87
U005610,-210.0,5,2236.77
U005612,-59.0,1,483.04
U005613,88.0,1,1055.43
U005614,-125.0,1,455.43
U005615,-200.0,3,2177.2
U005616,339.0,4,1774.47
U005617,186.0,2,262.87
U005618,-180.0,4,4049.44
U005619,123.0,3,1109.76
U005621,-292.0,1,912.6
U005622,-146.0,1,434.41
U005623,93.0,1,41.19
U005625,-212.0,4,2337.26
U005626,-301.0,1,1055.14
U005627,-112.0,4,882.99
U005628,-133.0,2,271.32
U005629,186.0,4,2691.32
U005631,310.0,3,3371.52
U005632,-177.0,5,2002.21
U005633,73.0,2,795.02
U005635,97.0,4,847.48
U005636,110.0,2,125.6
U005637,-177.0,2,851.96
U005638,275.0,1,160.07
U005640,-191.0,2,818.43
U005641,245.0,2,870.13
U005643,217.0,3,221.42
U005644,-148.0,4,1520.34
U005645,108.0,1,728.97
U005646,95.0,2,2394.17
U005647,-205.0,2,555.19
U005648,-246.0,1,785.81
U005650,221.0,1,75.7
U005651,-44.0,3,1219.36
U005652,-141.0,2,2139.4
U005653,130.0,3,451.58
U005654,-133.0,1,15.66
U005655,-95.0,1,2679.61
U005656,-129.0,1,29.68
U005657,-179.0,2,516.86
U005658,125.0,2,510.97
U005659,-211.0,2,1324.13
U005660,252.0,8,6031.88
U005661,181.0,1,115.8
U005662,-159.0,2,1339.6
U005663,-189.0,1,26.39
U005664,-281.0,1,1413.41
U005666,0.0,3,979.63
U005667,-212.0,3,904.3
U005668,-8.0,1,362.85
U005669,-208.0,2,315.18
U005670,12.0,3,2056.27
U005671,195.0,1,236.83
U005672,221.0,2,1078.8
U005675,183.0,1,714.75
U005677,205.0,1,44.29
U005678,-169.0,1,297.31
U005679,-301.0,1,85.64
U005680,187.0,3,161.91
U005682,292.0,3,151.49
U005683,49.0,2,1735.06
U005685,-90.0,1,289.85
U005686,63.0,5,3546.84
U005687,36.0,3,3105.23
U005688,365.0,1,73.78
U005689,318.0,1,1416.19
U005690,31.0,1,2205.7
U005691,-26.0,2,515.86
U005692,218.0,3,802.87
U005693,-265.0,1,97.36
U005694,-113.0,4,492.38
U005695,190.0,2,312.59
U005696,-84.0,2,3293.29
U005697,-200.0,3,1117.38
U005698,282.0,5,4363.62
U005699,-117.0,4,3553.9
U005700,-292.0,2,939.82
U005701,355.0,1,1076.53
U005702,-28.0,6,10175.81
U005703,282.0,4,2306.5
U005704,146.0,2,656.72
U005705,-172.0,2,2300.66
U005706,320.0,2,3302.33
U005707,341.0,3,4878.2
U005708,279.0,2,780.12
U005710,345.0,3,2058.26
U005711,332.0,2,533.75
U005712,-242.0,1,660.72
U005713,190.0,2,1104.65
U005714,-208.0,1,450.54
U005715,-272.0,3,4132.55
U005716,28.0,1,113.58
U005717,255.0,1,83.14
U005718,214.0,2,1297.23
U005720,-294.0,1,133.48
U005721,-235.0,6,3237.59
U005722,-5.0,1,161.07
U005723,101.0,2,2196.29
U005724,125.0,4,1937.21
U005725,-194.0,2,316.17
U005726,177.0,1,58.41
U005727,350.0,2,162.23
U005728,-99.0,2,520.89
U005729,-176.0,2,1584.89
U005730,-136.0,1,580.29
U005731,-275.0,1,109.0
U005732,-102.0,2,109.36
U005733,-289.0,3,3797.04
U005735,281.0,3,1045.71
U005738,138.0,1,3801.45
U005739,145.0,1,462.35
U005742,-180.0,3,2044.49
U005743,-202.0,2,1435.13
U005744,108.0,3,1898.63
U005745,-24.0,3,3419.76
U005746,-107.0,3,5791.16
U005748,120.0,1,291.05
U005749,260.0,1,847.83
U005750,56.0,1,49.15
U005751,-257.0,3,146.35
U005752,227.0,2,2252.0
U005754,-235.0,2,1557.79
U005755,-151.0,1,255.39
U005756,-246.0,1,300.8
U005757,-116.0,1,389.01
U005758,172.0,3,1372.44
U005760,73.0,4,5434.68
U005761,-198.0,1,72.04
U005762,300.0,1,134.71
U005763,75.0,1,2358.77
U005764,-268.0,2,819.56
U005765,-212.0,3,540.35
U005766,-16.0,1,3416.4
U005767,66.0,2,1061.29
U005768,226.0,2,1646.85
U005769,-273.0,1,148.66
U005770,192.0,2,322.76
U005771,-26.0,3,1225.28
U005772,282.0,2,680.09
U005774,-178.0,2,584.35
U005776,-117.0,3,1599.79
U005777,-318.0,1,1478.43
U005778,-271.0,3,1226.9
U005779,-261.0,2,363.14
U005780,-148.0,2,477.41
U005781,-303.0,2,1113.07
U005782,-220.0,1,1132.53
U005783,83.0,1,373.09
U005784,-304.0,4,4042.13
U005786,-291.0,2,233.22
U005787,-178.0,2,785.82
U005788,-27.0,2,2244.89
U005789,-260.0,1,299.14
U005790,-298.0,1,728.78
U005791,289.0,1,463.92
U005792,36.0,4,2549.75
U005793,278.0,2,381.87
U005796,-73.0,1,1156.18
U005797,-50.0,3,6746.85
U005798,-69.0,1,143.04
U005799,43.0,1,824.81
U005800,116.0,3,1766.89
U005803,79.0,3,7096.88
U005805,335.0,5,6587.7
U005806,-86.0,3,3769.93
U005807,227.0,1,1098.23
U005808,-208.0,4,1354.99
U005809,5.0,3,1171.12
U005810,1.0,3,2430.68
U005811,136.0,2,974.74
U005813,-109.0,2,882.34
U005814,-190.0,2,707.64
U005815,-264.0,3,1547.12
U005816,-250.0,1,128.21
U005817,-9.0,2,1048.99
U005819,-270.0,4,1337.87
U005820,64.0,2,2383.76
U005821,-294.0,2,1832.12
U005822,-38.0,1,995.65
U005823,153.0,1,149.63
U005824,157.0,2,924.97
U005825,-59.0,4,5189.37
U005827,310.0,3,1838.68
U005828,-243.0,4,1784.64
U005829,-5.0,1,1052.6
U005830,-75.0,4,1223.54
U005832,139.0,2,1301.1
U005833,-181.0,3,1023.99
U005835,-94.0,1,84.48
U005837,-99.0,1,95.33
U005838,184.0,4,2151.57
U005839,-173.0,1,846.61
U005840,-216.0,1,37.4
U005841,6.0,3,3235.38
U005843,-268.0,1,393.96
U005844,252.0,2,487.04
U005845,188.0,4,3038.94
U005847,129.0,3,1199.07
U005848,143.0,2,587.44
U005850,96.0,4,2658.37
U005851,303.0,1,301.02
U005853,93.0,4,1584.42
U005854,297.0,3,1196.23
U005855,335.0,3,254.26
U005856,-191.0,2,769.66
U005857,324.0,1,1979.71
U005858,-225.0,2,1870.86
U005859,2.0,2,274.56
U005860,176.0,1,71.29
U005861,-130.0,2,641.49
U005862,113.0,1,264.09
U005863,-90.0,7,1597.45
U005865,13.0,2,276.91
U005866,-45.0,1,152.4
U005868,-148.0,3,3314.86
U005869,-58.0,3,3151.64
U005870,293.0,1,16.86
U005871,-20.0,2,591.37
U005872,311.0,5,3777.56
U005873,166.0,1,1700.35
U005874,145.0,1,22.25
U005875,325.0,1,403.18
U005876,-219.0,2,2694.49
U005877,346.0,4,526.7
U005878,-270.0,4,1614.2
U005879,-151.0,2,919.0
U005880,291.0,2,3273.31
U005881,4.0,2,613.53
U005884,62.0,3,674.03
U005885,124.0,2,2155.78
U005886,321.0,1,402.43
U005887,37.0,1,252.13
U005888,195.0,1,22.01
U005889,275.0,2,629.99
U005890,-87.0,2,1076.52
U005891,320.0,4,4102.33
U005892,31.0,2,425.71
U005893,347.0,1,1287.49
U005894,184.0,4,1796.33
U005896,-20.0,2,911.33
U005897,95.0,3,5153.24
U005899,-203.0,4,515.24
U005900,184.0,5,2063.19
U005901,214.0,3,520.04
U005902,157.0,3,1010.44
U005903,-212.0,1,923.52
U005906,49.0,1,645.5
U005907,-138.0,3,1310.24
U005908,-13.0,1,570.37
U005909,-257.0,1,727.82
U005910,-142.0,2,229.31
U005912,-10.0,1,26.26
U005913,279.0,5,4068.52
U005914,-267.0,7,2476.91
U005915,351.0,2,414.31
U005916,126.0,3,1375.7
U005917,306.0,3,2211.81
U005918,79.0,1,4354.04
U005919,290.0,1,718.65
U005920,-109.0,3,2134.71
U005921,-175.0,3,7471.96
U005922,61.0,2,2291.55
U005923,-299.0,3,898.45
U005924,-50.0,1,108.57
U005925,7.0,2,2215.43
U005926,272.0,1,89.93
U005927,211.0,1,484.84
U005928,-161.0,2,1679.58
U005929,185.0,4,3502.69
U005930,-103.0,1,69.88
U005931,61.0,4,603.05
U005932,62.0,1,16.62
U005933,184.0,3,1432.13
U005934,-157.0,1,364.15
U005935,-304.0,2,1954.13
U005936,228.0,5,432.06
U005937,246.0,1,332.78
U005938,-46.0,1,375.91
U005940,286.0,2,374.04
U005941,59.0,1,1290.86
U005942,348.0,2,271.29
U005943,-43.0,1,95.66
U005944,-127.0,1,63.98
U005945,-173.0,2,733.41
U005946,159.0,1,1604.92
U005948,312.0,2,813.44
U005949,149.0,1,983.44
U005950,34.0,1,183.35
U005951,191.0,2,486.48
U005952,107.0,4,1849.11
U005953,250.0,1,1136.07
U005954,231.0,2,701.25
U005955,-202.0,6,2417.26
U005956,84.0,1,744.59
U005957,166.0,2,99.13
U005958,126.0,1,34.11
U005959,198.0,1,3226.11
U005960,-239.0,3,910.56
U005961,287.0,2,1236.85
U005962,317.0,2,647.64
U005963,164.0,2,363.44
U005964,-231.0,3,968.09
U005965,13.0,2,2425.65
U005966,-26.0,3,1405.46
U005967,94.0,4,3988.32
U005968,-26.0,4,1900.83
U005969,-31.0,3,454.21
U005970,-199.0,1,214.61
U005971,-128.0,1,284.87
U005972,352.0,1,529.06
U005973,102.0,2,279.18
U005975,-80.0,3,676.49
U005977,-204.0,2,2448.77
U005978,-108.0,2,2041.3
U005980,-100.0,1,126.93
U005982,-204.0,2,316.08
U005983,284.0,1,475.8
U005984,-254.0,2,1292.79
U005985,-209.0,1,368.11
U005986,43.0,2,1109.32
U005987,-303.0,3,3561.73
U005988,-161.0,2,499.07
U005989,-166.0,2,600.46
U005990,288.0,1,357.41
U005992,308.0,4,1015.23
U005993,-257.0,1,231.84
U005994,33.0,1,394.37
U005995,-180.0,3,2104.0
U005996,200.0,2,508.58
U005997,310.0,4,1291.42
U005999,227.0,3,2364.96
U006000,163.0,5,3386.15
U006001,-206.0,1,1552.0
U006002,-27.0,2,425.29
U006003,-199.0,3,436.18
U006004,289.0,2,473.11
U006005,-28.0,4,5934.21
U006006,64.0,2,602.87
U006007,246.0,2,104.09
U006008,-236.0,1,70.32
U006009,163.0,2,462.07
U006010,336.0,1,83.41
U006011,-287.0,4,1663.48
U006012,356.0,1,393.93
U006013,332.0,1,202.62
U006015,285.0,3,694.86
U006016,-110.0,1,404.72
U006017,253.0,3,725.57
U006018,191.0,3,1317.37
U006019,302.0,1,344.62
U006020,1.0,2,80.28
U006022,283.0,3,1319.65
U006023,349.0,1,375.37
U006024,303.0,1,801.6
U006025,211.0,1,128.53
U006026,276.0,3,2781.33
U006027,64.0,2,882.87
U006028,-296.0,3,2433.96
U006029,-67.0,1,513.39
U006030,-303.0,2,550.64
U006031,-202.0,3,1597.05
U006032,275.0,3,1264.11
U006033,289.0,2,3784.29
U006034,-233.0,1,255.21
U006035,-122.0,2,1300.71
U006036,31.0,2,860.81
U006037,-181.0,5,2801.59
U006038,94.0,6,2303.47
U006039,-48.0,3,970.2
U006043,-25.0,2,750.19
U006044,66.0,1,615.9
U006045,93.0,4,1375.1
U006047,-174.0,2,1294.35
U006048,8.0,5,2518.46
U006049,67.0,2,3862.54
U006050,-10.0,3,2211.46
U006051,-271.0,2,2148.42
U006052,-227.0,1,99.54
U006053,-4.0,1,265.37
U006054,266.0,1,26.21
U006055,199.0,2,694.84
U006057,-142.0,2,48.74
U006058,-146.0,3,2024.86
U006060,-115.0,3,710.58
U006062,172.0,2,972.58
U006064,173.0,1,311.35
U006065,-78.0,2,629.2
U006066,-241.0,2,61.05
U006067,-146.0,4,2662.53
U006068,-58.0,2,1452.77
U006069,-172.0,1,69.5
U006071,206.0,2,71.44
U006072,336.0,4,4762.24
U006073,353.0,2,3266.11
U006074,42.0,1,888.9
U006075,-86.0,5,1284.64
U006076,-265.0,2,2767.37
U006077,344.0,2,682.25
U006078,137.0,3,1142.31
U006079,287.0,2,179.7
U006080,340.0,2,1425.26
U006081,-302.0,2,214.07
U006082,268.0,1,264.33
U006083,118.0,1,231.26
U006085,97.0,4,3204.4
U006086,-20.0,3,2332.75
U006087,-242.0,4,2451.57
U006088,261.0,1,2013.19
U006089,-103.0,2,113.13
U006090,161.0,4,1007.04
U006091,235.0,2,278.59
U006092,174.0,2,4153.71
U006093,-297.0,2,3945.52
U006094,-157.0,1,801.37
U006096,188.0,5,5671.98
